dCiso,Time,Age
1.71,436.25,Silurian
1.96,436.25,Silurian
1.43,436.19,Silurian
1.66,436.19,Silurian
1.35,436.16,Silurian
1.78,436.13,Silurian
1.58,436.13,Silurian
1.63,436.1,Silurian
1.15,436.06,Silurian
1.22,436.06,Silurian
2.04,436.03,Silurian
1.86,436.03,Silurian
1.76,436,Silurian
1.5,436,Silurian
1.68,435.97,Silurian
1.61,435.97,Silurian
1.38,435.97,Silurian
0.71,435.94,Silurian
1.94,435.94,Silurian
1.48,435.94,Silurian
1.73,435.94,Silurian
1.63,435.87,Silurian
2.24,435.84,Silurian
2.14,435.84,Silurian
1.83,435.84,Silurian
2.29,435.81,Silurian
2.19,435.81,Silurian
2.01,435.81,Silurian
1.76,435.81,Silurian
1.48,435.75,Silurian
1.53,435.75,Silurian
1.83,435.75,Silurian
2.27,435.71,Silurian
2.34,435.68,Silurian
1.76,435.68,Silurian
1.71,435.68,Silurian
1.91,435.68,Silurian
1.81,435.68,Silurian
1.43,435.68,Silurian
2.04,435.65,Silurian
1.91,435.59,Silurian
1.3,435.56,Silurian
1.22,435.56,Silurian
1.53,435.56,Silurian
1.71,435.56,Silurian
1.99,435.52,Silurian
1.43,435.52,Silurian
1.71,435.46,Silurian
1.78,435.46,Silurian
1.38,435.43,Silurian
1.63,435.43,Silurian
1.89,435.4,Silurian
1.76,435.33,Silurian
1.66,435.33,Silurian
1.55,435.33,Silurian
1.83,435.27,Silurian
1.73,435.24,Silurian
1.5,435.24,Silurian
1.2,435.21,Silurian
1.25,435.21,Silurian
1.35,435.21,Silurian
1.58,435.17,Silurian
1.4,435.14,Silurian
1.71,435.11,Silurian
1.86,435.11,Silurian
0.94,435.11,Silurian
1.86,435.08,Silurian
1.4,435.05,Silurian
1.12,435.05,Silurian
1.35,435.02,Silurian
1.3,435.02,Silurian
1.2,435.02,Silurian
1.73,435.02,Silurian
1.45,434.98,Silurian
1.68,434.95,Silurian
1.73,434.95,Silurian
1.91,434.89,Silurian
1.66,434.86,Silurian
1.53,434.83,Silurian
1.73,434.83,Silurian
1.83,434.83,Silurian
1.94,434.76,Silurian
1.99,434.76,Silurian
1.53,434.73,Silurian
1.83,434.7,Silurian
1.68,434.7,Silurian
1.61,434.7,Silurian
1.3,434.7,Silurian
1.63,434.67,Silurian
1.45,434.67,Silurian
1.32,434.67,Silurian
1.38,434.63,Silurian
1.86,434.6,Silurian
1.68,434.6,Silurian
1.48,434.54,Silurian
1.61,434.51,Silurian
1.94,434.48,Silurian
1.76,434.48,Silurian
1.76,434.48,Silurian
1.81,434.41,Silurian
1.81,434.41,Silurian
1.61,434.38,Silurian
1.61,434.38,Silurian
1.35,434.38,Silurian
1.45,434.38,Silurian
1.5,434.35,Silurian
1.78,434.32,Silurian
1.76,434.32,Silurian
1.61,434.32,Silurian
1.4,434.29,Silurian
1.71,434.22,Silurian
1.89,434.22,Silurian
1.61,434.22,Silurian
1.61,434.19,Silurian
1.4,434.19,Silurian
1.86,434.16,Silurian
1.83,434.16,Silurian
1.73,434.16,Silurian
1.25,434.16,Silurian
1.43,434.16,Silurian
1.45,434.13,Silurian
1.58,434.06,Silurian
1.45,434.03,Silurian
1.15,434,Silurian
1.32,433.97,Silurian
1.38,433.97,Silurian
1.4,433.97,Silurian
1.43,433.9,Silurian
1.4,433.9,Silurian
1.5,433.9,Silurian
1.53,433.9,Silurian
1.32,433.87,Silurian
1.32,433.87,Silurian
1.81,433.84,Silurian
1.63,433.81,Silurian
1.68,433.81,Silurian
1.66,433.78,Silurian
1.66,433.78,Silurian
1.83,433.78,Silurian
1.91,433.78,Silurian
1.96,433.78,Silurian
1.81,433.75,Silurian
2.11,433.75,Silurian
1.55,433.71,Silurian
1.66,433.71,Silurian
1.86,433.68,Silurian
1.94,433.62,Silurian
2.09,433.62,Silurian
1.94,433.59,Silurian
2.01,433.59,Silurian
2.04,433.59,Silurian
2.04,433.59,Silurian
2.11,433.59,Silurian
2.19,433.59,Silurian
1.2,433.52,Silurian
1.71,433.52,Silurian
1.94,433.52,Silurian
1.94,433.52,Silurian
1.81,433.49,Silurian
1.94,433.46,Silurian
2.24,433.46,Silurian
2.11,433.46,Silurian
2.11,433.46,Silurian
2.06,433.43,Silurian
2.04,433.43,Silurian
2.04,433.43,Silurian
2.14,433.4,Silurian
1.89,433.37,Silurian
2.11,433.37,Silurian
1.02,433.33,Silurian
2.22,433.33,Silurian
2.01,433.33,Silurian
1.99,433.33,Silurian
1.96,433.33,Silurian
2.09,433.33,Silurian
2.11,433.33,Silurian
1.63,433.3,Silurian
1.91,433.24,Silurian
1.91,433.24,Silurian
2.11,433.24,Silurian
2.27,433.17,Silurian
2.32,433.17,Silurian
2.32,433.17,Silurian
2.52,433.17,Silurian
2.62,433.17,Silurian
2.39,433.14,Silurian
1.96,433.11,Silurian
2.09,433.11,Silurian
2.19,433.11,Silurian
2.45,433.08,Silurian
2.37,433.05,Silurian
2.8,433.05,Silurian
2.7,433.02,Silurian
2.24,432.98,Silurian
2.83,432.98,Silurian
2.83,432.98,Silurian
2.52,432.98,Silurian
2.6,432.95,Silurian
2.62,432.95,Silurian
3.06,432.95,Silurian
2.17,432.92,Silurian
2.83,432.92,Silurian
2.47,432.92,Silurian
2.62,432.92,Silurian
2.62,432.92,Silurian
2.83,432.89,Silurian
2.55,432.89,Silurian
2.85,432.86,Silurian
2.9,432.86,Silurian
2.9,432.86,Silurian
2.9,432.86,Silurian
2.96,432.86,Silurian
2.62,432.86,Silurian
2.7,432.86,Silurian
2.75,432.86,Silurian
2.78,432.86,Silurian
3.29,432.86,Silurian
3.69,432.86,Silurian
3.87,432.86,Silurian
3.59,432.83,Silurian
3.95,432.83,Silurian
4.18,432.83,Silurian
4.28,432.83,Silurian
4.25,432.83,Silurian
4,432.79,Silurian
4.28,432.79,Silurian
4.76,432.79,Silurian
4.43,432.76,Silurian
4.51,432.76,Silurian
4.51,432.76,Silurian
4.54,432.76,Silurian
4.61,432.76,Silurian
4.66,432.76,Silurian
4.61,432.76,Silurian
4.99,432.76,Silurian
4.99,432.76,Silurian
4.99,432.76,Silurian
5.04,432.76,Silurian
4.89,432.73,Silurian
4.89,432.73,Silurian
4.92,432.73,Silurian
5.22,432.73,Silurian
5.25,432.73,Silurian
5.3,432.73,Silurian
5.3,432.73,Silurian
5.07,432.7,Silurian
5.1,432.7,Silurian
5.15,432.7,Silurian
5.25,432.7,Silurian
5.25,432.7,Silurian
5.38,432.7,Silurian
5.5,432.7,Silurian
5.5,432.7,Silurian
5.89,432.7,Silurian
4.79,432.67,Silurian
5.2,432.67,Silurian
5.45,432.67,Silurian
5.45,432.63,Silurian
5.76,432.63,Silurian
5.76,432.63,Silurian
5.89,432.63,Silurian
6.01,432.63,Silurian
4.89,432.63,Silurian
5.02,432.63,Silurian
5.38,432.6,Silurian
5.53,432.6,Silurian
5.55,432.6,Silurian
5.55,432.6,Silurian
5.07,432.6,Silurian
4.89,432.6,Silurian
5.35,432.57,Silurian
5.76,432.57,Silurian
5.81,432.57,Silurian
5.83,432.57,Silurian
4.87,432.57,Silurian
5.55,432.54,Silurian
5.55,432.54,Silurian
5.55,432.54,Silurian
5.68,432.54,Silurian
5.68,432.54,Silurian
4.74,432.54,Silurian
4.74,432.54,Silurian
5.27,432.51,Silurian
5.17,432.51,Silurian
5.17,432.51,Silurian
5.17,432.51,Silurian
4.97,432.51,Silurian
4.97,432.51,Silurian
4.76,432.51,Silurian
4.76,432.51,Silurian
4.76,432.51,Silurian
4.64,432.51,Silurian
4.54,432.51,Silurian
4.54,432.51,Silurian
4.54,432.51,Silurian
5.48,432.48,Silurian
4.69,432.48,Silurian
4.71,432.48,Silurian
5.58,432.44,Silurian
5.68,432.44,Silurian
5.43,432.44,Silurian
5.07,432.44,Silurian
4.61,432.44,Silurian
5.07,432.41,Silurian
4.74,432.41,Silurian
4.66,432.38,Silurian
4.66,432.38,Silurian
4.61,432.38,Silurian
4.48,432.38,Silurian
4.48,432.38,Silurian
4.43,432.38,Silurian
3.95,432.38,Silurian
4,432.38,Silurian
4.13,432.38,Silurian
5.17,432.35,Silurian
4.97,432.35,Silurian
4.38,432.35,Silurian
3.72,432.35,Silurian
4.25,432.35,Silurian
4.25,432.35,Silurian
4.76,432.32,Silurian
4.64,432.32,Silurian
4.64,432.32,Silurian
4.43,432.32,Silurian
4.48,432.32,Silurian
4.51,432.32,Silurian
4.1,432.32,Silurian
4.76,432.29,Silurian
4.76,432.29,Silurian
4.59,432.25,Silurian
4.28,432.25,Silurian
4.2,432.25,Silurian
4.2,432.25,Silurian
4.66,432.22,Silurian
4.99,432.19,Silurian
4.71,432.19,Silurian
4.71,432.19,Silurian
4.33,432.19,Silurian
4.23,432.19,Silurian
5.43,432.16,Silurian
4.41,432.16,Silurian
4.43,432.16,Silurian
4.46,432.16,Silurian
4.48,432.16,Silurian
4.48,432.16,Silurian
4.59,432.13,Silurian
4.59,432.13,Silurian
4.31,432.13,Silurian
4.15,432.13,Silurian
4.13,432.13,Silurian
4.13,432.13,Silurian
4.71,432.1,Silurian
3.69,432.1,Silurian
3.69,432.1,Silurian
4.25,432.06,Silurian
4.05,432.06,Silurian
4.05,432.06,Silurian
3.97,432.06,Silurian
3.9,432.06,Silurian
3.9,432.06,Silurian
3.82,432.06,Silurian
3.77,432.06,Silurian
3.54,432.03,Silurian
3.36,432.03,Silurian
3.36,432.03,Silurian
3.34,432,Silurian
3.34,432,Silurian
3.26,432,Silurian
3.67,431.97,Silurian
3.67,431.97,Silurian
3.62,431.97,Silurian
3.49,431.97,Silurian
3.49,431.97,Silurian
3.06,431.97,Silurian
2.96,431.97,Silurian
2.93,431.97,Silurian
3.69,431.94,Silurian
3.59,431.94,Silurian
3.41,431.94,Silurian
3.06,431.94,Silurian
2.65,431.94,Silurian
3.72,431.9,Silurian
3.44,431.9,Silurian
3.24,431.9,Silurian
3.21,431.9,Silurian
3.21,431.9,Silurian
3.13,431.9,Silurian
3.03,431.9,Silurian
3.41,431.87,Silurian
3.41,431.87,Silurian
3.31,431.87,Silurian
3.16,431.87,Silurian
3.06,431.87,Silurian
3.06,431.87,Silurian
3.06,431.87,Silurian
2.93,431.87,Silurian
1.45,431.87,Silurian
2.88,431.84,Silurian
2.55,431.84,Silurian
2.5,431.84,Silurian
2.45,431.84,Silurian
2.45,431.84,Silurian
2.42,431.84,Silurian
2.37,431.84,Silurian
2.29,431.84,Silurian
2.29,431.84,Silurian
1.45,431.84,Silurian
1.27,431.84,Silurian
2.96,431.81,Silurian
1.86,431.81,Silurian
1.86,431.81,Silurian
1.96,431.78,Silurian
0.84,431.78,Silurian
-0.08,431.78,Silurian
2.17,431.75,Silurian
2.14,431.75,Silurian
2.09,431.75,Silurian
1.86,431.75,Silurian
1.78,431.75,Silurian
1.68,431.75,Silurian
1.68,431.75,Silurian
1.68,431.75,Silurian
1.43,431.75,Silurian
0.15,431.75,Silurian
1.83,431.71,Silurian
1.81,431.71,Silurian
1.78,431.71,Silurian
1.48,431.71,Silurian
0.18,431.71,Silurian
0.25,431.71,Silurian
-0.36,431.71,Silurian
1.22,431.68,Silurian
1.27,431.68,Silurian
1.07,431.68,Silurian
1.02,431.68,Silurian
-0.2,431.68,Silurian
-0.87,431.68,Silurian
1.58,431.65,Silurian
1.4,431.65,Silurian
1.38,431.65,Silurian
1.35,431.65,Silurian
1.35,431.65,Silurian
1.32,431.65,Silurian
1.3,431.65,Silurian
1.3,431.65,Silurian
-0.46,431.65,Silurian
1.17,431.62,Silurian
1.1,431.62,Silurian
0.89,431.62,Silurian
0.66,431.62,Silurian
1.02,431.59,Silurian
0.87,431.59,Silurian
0.79,431.59,Silurian
0.74,431.59,Silurian
-0.2,431.59,Silurian
-0.46,431.59,Silurian
0.94,431.56,Silurian
0.94,431.56,Silurian
0.94,431.56,Silurian
0.46,431.56,Silurian
0.46,431.56,Silurian
0.15,431.56,Silurian
-0.08,431.56,Silurian
0.64,431.52,Silurian
0.33,431.52,Silurian
0.36,431.52,Silurian
0.71,431.49,Silurian
0.69,431.49,Silurian
0.56,431.49,Silurian
0.56,431.49,Silurian
0.51,431.49,Silurian
0.43,431.49,Silurian
0.38,431.49,Silurian
0.15,431.49,Silurian
0.33,431.46,Silurian
0.28,431.46,Silurian
0.25,431.46,Silurian
0.2,431.46,Silurian
-0.41,431.46,Silurian
0.03,431.46,Silurian
0.2,431.43,Silurian
-0.79,431.43,Silurian
-0.31,431.43,Silurian
-0.2,431.43,Silurian
-0.15,431.43,Silurian
-0.08,431.43,Silurian
0.1,431.43,Silurian
0.41,431.4,Silurian
-0.31,431.4,Silurian
-0.23,431.4,Silurian
0.48,431.37,Silurian
0.2,431.37,Silurian
0.28,431.37,Silurian
0.28,431.37,Silurian
0.36,431.33,Silurian
0.41,431.33,Silurian
0.31,431.33,Silurian
-0.15,431.33,Silurian
0.1,431.33,Silurian
0.1,431.33,Silurian
0.08,431.33,Silurian
0.05,431.33,Silurian
0.31,431.3,Silurian
0.2,431.3,Silurian
0.31,431.3,Silurian
-0.59,431.3,Silurian
0.05,431.3,Silurian
-0.79,431.27,Silurian
-0.97,431.27,Silurian
0.36,431.24,Silurian
-0.59,431.24,Silurian
0,431.24,Silurian
-0.03,431.24,Silurian
-0.05,431.24,Silurian
-0.1,431.24,Silurian
0.2,431.21,Silurian
0.05,431.21,Silurian
0.08,431.21,Silurian
0.1,431.21,Silurian
0.1,431.21,Silurian
0.2,431.17,Silurian
-0.41,431.17,Silurian
-0.13,431.17,Silurian
-0.38,431.14,Silurian
-0.18,431.14,Silurian
0,431.14,Silurian
0.28,431.11,Silurian
-0.61,431.08,Silurian
0.1,431.08,Silurian
-0.18,431.08,Silurian
-0.08,431.05,Silurian
-0.05,431.05,Silurian
0.23,431.05,Silurian
0.1,431.05,Silurian
-0.2,431.05,Silurian
0.05,430.98,Silurian
0.03,430.98,Silurian
0,430.98,Silurian
-0.1,430.98,Silurian
-0.13,430.98,Silurian
-0.23,430.98,Silurian
-0.25,430.98,Silurian
-0.28,430.98,Silurian
-0.15,430.95,Silurian
0.13,430.92,Silurian
0.13,430.92,Silurian
-0.13,430.89,Silurian
-0.13,430.89,Silurian
-0.2,430.89,Silurian
0,430.89,Silurian
0.05,430.89,Silurian
0.18,430.86,Silurian
0.2,430.86,Silurian
0.38,430.86,Silurian
0,430.83,Silurian
0,430.83,Silurian
0.31,430.79,Silurian
0.1,430.76,Silurian
0.1,430.76,Silurian
0.1,430.76,Silurian
-0.03,430.76,Silurian
-0.28,430.76,Silurian
0.1,430.73,Silurian
0.08,430.73,Silurian
0.18,430.7,Silurian
0.18,430.7,Silurian
-0.03,430.7,Silurian
0.08,430.7,Silurian
-0.36,430.7,Silurian
-0.03,430.67,Silurian
0.03,430.67,Silurian
0.2,430.63,Silurian
0.25,430.63,Silurian
-0.03,430.63,Silurian
-0.23,430.63,Silurian
0.25,430.6,Silurian
-0.03,430.6,Silurian
0.1,430.6,Silurian
0.1,430.6,Silurian
0.1,430.6,Silurian
-0.13,430.6,Silurian
-0.1,430.6,Silurian
-0.1,430.54,Silurian
0.23,430.51,Silurian
-0.25,430.51,Silurian
-0.1,430.51,Silurian
-0.1,430.48,Silurian
-0.1,430.48,Silurian
0,430.48,Silurian
-0.03,430.48,Silurian
0.1,430.48,Silurian
0.1,430.48,Silurian
-0.28,430.41,Silurian
0,430.41,Silurian
0.08,430.41,Silurian
-0.13,430.35,Silurian
-0.15,430.29,Silurian
-0.15,430.29,Silurian
0,430.29,Silurian
-0.05,430.29,Silurian
-0.03,430.25,Silurian
0.18,430.25,Silurian
-0.05,430.19,Silurian
-0.1,430.16,Silurian
0.05,430.16,Silurian
-0.28,430.13,Silurian
0,430.1,Silurian
-0.03,430.1,Silurian
-0.15,430.06,Silurian
0.08,430.06,Silurian
-0.1,430.03,Silurian
-0.05,430,Silurian
-0.05,429.97,Silurian
0.1,429.97,Silurian
0.03,429.94,Silurian
-0.13,429.9,Silurian
-0.18,429.9,Silurian
-0.2,429.9,Silurian
-0.03,429.84,Silurian
-0.03,429.84,Silurian
0.1,429.84,Silurian
-0.1,429.81,Silurian
-0.13,429.81,Silurian
-0.15,429.81,Silurian
-0.15,429.75,Silurian
-0.05,429.75,Silurian
-0.05,429.75,Silurian
0.03,429.75,Silurian
0.03,429.75,Silurian
0.03,429.75,Silurian
-0.05,429.59,Silurian
0.05,429.59,Silurian
0.05,429.59,Silurian
0.15,429.59,Silurian
-0.18,429.56,Silurian
0.08,429.56,Silurian
0.1,429.52,Silurian
0.13,429.49,Silurian
0.03,429.49,Silurian
0,429.4,Silurian
-0.05,429.4,Silurian
-0.05,429.4,Silurian
0.05,429.4,Silurian
0.05,429.4,Silurian
0.08,429.37,Silurian
0.1,429.33,Silurian
0.15,429.3,Silurian
0.18,429.3,Silurian
0.03,429.3,Silurian
-0.03,429.3,Silurian
-0.05,429.3,Silurian
0.05,429.27,Silurian
0.1,429.24,Silurian
-0.1,429.24,Silurian
0.23,429.17,Silurian
0.05,429.14,Silurian
0.23,429.11,Silurian
0.1,429.08,Silurian
0.1,429.08,Silurian
0.1,429.08,Silurian
0.15,429.08,Silurian
0.28,429.02,Silurian
0.15,428.98,Silurian
0.28,428.95,Silurian
0.15,428.92,Silurian
0.05,428.89,Silurian
0.25,428.89,Silurian
0.41,428.89,Silurian
0.36,428.86,Silurian
0.2,428.86,Silurian
0.25,428.83,Silurian
0.33,428.83,Silurian
0.13,428.76,Silurian
0.18,428.7,Silurian
0.28,428.7,Silurian
0.31,428.7,Silurian
0.33,428.7,Silurian
0.15,428.63,Silurian
0.31,428.63,Silurian
0.23,428.63,Silurian
0.43,428.63,Silurian
0.56,428.63,Silurian
0.43,428.6,Silurian
0.64,428.6,Silurian
0.48,428.57,Silurian
0.48,428.57,Silurian
0.59,428.57,Silurian
1.48,428.57,Silurian
0.84,428.54,Silurian
0.36,428.51,Silurian
0.33,428.51,Silurian
0.23,428.51,Silurian
0.31,428.48,Silurian
0.13,428.48,Silurian
0.13,428.44,Silurian
0.13,428.44,Silurian
0.13,428.41,Silurian
0.61,428.38,Silurian
0.33,428.38,Silurian
0.38,428.38,Silurian
0.28,428.38,Silurian
0.25,428.35,Silurian
0.79,428.32,Silurian
0.61,428.32,Silurian
0.51,428.32,Silurian
0.1,428.32,Silurian
0,428.29,Silurian
-0.18,428.29,Silurian
2.9,428.29,Silurian
3.34,428.25,Silurian
3.75,428.25,Silurian
0.64,428.22,Silurian
2.19,428.22,Silurian
2.55,428.22,Silurian
2.62,428.22,Silurian
3.44,428.22,Silurian
3.64,428.19,Silurian
3.8,428.16,Silurian
4.15,428.16,Silurian
4.28,428.16,Silurian
4.46,428.16,Silurian
3.8,428.13,Silurian
4.64,428.13,Silurian
4.71,428.13,Silurian
2.5,428.1,Silurian
4.15,428.1,Silurian
3.06,428.06,Silurian
5.07,428.06,Silurian
3.16,428.03,Silurian
5.15,428.03,Silurian
5.55,428.03,Silurian
1.27,428,Silurian
1.96,428,Silurian
4.33,428,Silurian
5.5,428,Silurian
1.43,427.97,Silurian
5.22,427.97,Silurian
5.38,427.97,Silurian
1.83,427.94,Silurian
2.22,427.9,Silurian
5.12,427.9,Silurian
5.2,427.9,Silurian
1.55,427.87,Silurian
1.63,427.87,Silurian
1.73,427.87,Silurian
0.48,427.84,Silurian
1.63,427.84,Silurian
2.27,427.84,Silurian
3.24,427.84,Silurian
1.32,427.81,Silurian
2.22,427.81,Silurian
-0.76,427.78,Silurian
3.08,427.78,Silurian
2.62,427.78,Silurian
0.89,427.75,Silurian
1.27,427.75,Silurian
1.66,427.75,Silurian
2.88,427.75,Silurian
2.39,427.75,Silurian
2.27,427.75,Silurian
0.82,427.68,Silurian
1.61,427.68,Silurian
2.01,427.65,Silurian
1.27,427.62,Silurian
1.63,427.62,Silurian
1.76,427.62,Silurian
1.94,427.59,Silurian
2.45,427.59,Silurian
1.66,427.56,Silurian
2.14,427.56,Silurian
2.27,427.56,Silurian
1.91,427.52,Silurian
1.81,427.52,Silurian
2.52,427.52,Silurian
2.01,427.49,Silurian
2.47,427.49,Silurian
2.93,427.49,Silurian
2.62,427.46,Silurian
2.78,427.46,Silurian
1.96,427.43,Silurian
2.06,427.43,Silurian
3.29,427.43,Silurian
1.55,427.4,Silurian
3.11,427.4,Silurian
3.75,427.4,Silurian
3.01,427.37,Silurian
3.08,427.37,Silurian
3.67,427.37,Silurian
2.45,427.33,Silurian
3.64,427.33,Silurian
1.94,427.3,Silurian
2.5,427.3,Silurian
2.5,427.3,Silurian
3.39,427.3,Silurian
3.8,427.3,Silurian
3.72,427.3,Silurian
2.34,427.27,Silurian
3.87,427.27,Silurian
3.21,427.24,Silurian
2.06,427.21,Silurian
2.5,427.21,Silurian
3.26,427.21,Silurian
3.52,427.21,Silurian
2.68,427.17,Silurian
3.72,427.17,Silurian
0.15,427.17,Silurian
3.03,427.14,Silurian
2.29,427.11,Silurian
3.67,427.11,Silurian
1.61,427.08,Silurian
2.37,427.08,Silurian
2.39,427.08,Silurian
3.18,427.08,Silurian
2.85,427.08,Silurian
2.27,427.05,Silurian
2.55,427.05,Silurian
2.93,427.05,Silurian
0.79,427.05,Silurian
1.02,427.02,Silurian
1.53,426.98,Silurian
1.66,426.98,Silurian
0.43,426.98,Silurian
-1.15,426.98,Silurian
0.46,426.95,Silurian
-0.64,426.95,Silurian
0.56,426.92,Silurian
0.61,426.92,Silurian
0.38,426.92,Silurian
0.13,426.89,Silurian
0.31,426.86,Silurian
0.36,426.86,Silurian
0.38,426.86,Silurian
0.76,426.83,Silurian
0.43,426.83,Silurian
0.43,426.83,Silurian
0.61,426.79,Silurian
0.87,426.79,Silurian
0.56,426.76,Silurian
-0.13,426.76,Silurian
1.43,426.76,Silurian
0.79,426.73,Silurian
1.53,426.73,Silurian
1.89,426.73,Silurian
1.17,426.7,Silurian
0.76,426.67,Silurian
1.43,426.67,Silurian
1.5,426.67,Silurian
1.15,426.63,Silurian
0.64,426.6,Silurian
0.87,426.6,Silurian
1.61,426.57,Silurian
1.5,426.54,Silurian
1.55,426.54,Silurian
1.4,426.51,Silurian
1.4,426.51,Silurian
1.32,426.48,Silurian
1.83,426.48,Silurian
1.76,426.44,Silurian
1.48,426.44,Silurian
1.35,426.44,Silurian
1.2,426.41,Silurian
1.15,426.41,Silurian
2.17,426.41,Silurian
1.45,426.41,Silurian
1.32,426.38,Silurian
1.27,426.35,Silurian
1.04,426.32,Silurian
1.07,426.32,Silurian
1.15,426.32,Silurian
1.12,426.32,Silurian
1.12,426.32,Silurian
0.79,426.29,Silurian
1.35,426.22,Silurian
1.35,426.22,Silurian
1.5,426.22,Silurian
1.66,426.22,Silurian
1.63,426.22,Silurian
0.76,426.19,Silurian
1.78,426.19,Silurian
1.73,426.19,Silurian
1.76,426.16,Silurian
2.06,426.13,Silurian
1.43,426.1,Silurian
1.43,426.1,Silurian
1.38,426.1,Silurian
1.35,426.1,Silurian
1.35,426.1,Silurian
1.35,426.1,Silurian
1.66,426.06,Silurian
1.15,426.06,Silurian
1.5,426.03,Silurian
1.63,426.03,Silurian
1.27,426.03,Silurian
1.48,426,Silurian
1.25,426,Silurian
1.17,426,Silurian
1.2,426,Silurian
0.97,426,Silurian
1.58,425.97,Silurian
1.5,425.97,Silurian
1.48,425.97,Silurian
1.91,425.94,Silurian
1.43,425.94,Silurian
1.2,425.87,Silurian
1.25,425.87,Silurian
1.25,425.87,Silurian
1.35,425.87,Silurian
0.76,425.87,Silurian
0.76,425.87,Silurian
1.15,425.84,Silurian
0.54,425.84,Silurian
1.68,425.81,Silurian
1.22,425.81,Silurian
1.22,425.81,Silurian
1.27,425.81,Silurian
1.43,425.81,Silurian
1.22,425.75,Silurian
0.82,425.75,Silurian
1.1,425.71,Silurian
1.07,425.71,Silurian
0.79,425.68,Silurian
0.54,425.65,Silurian
0.89,425.65,Silurian
1.25,425.62,Silurian
1.3,425.62,Silurian
0.36,425.62,Silurian
0.48,425.59,Silurian
0.51,425.59,Silurian
0.92,425.59,Silurian
0.87,425.59,Silurian
0.87,425.59,Silurian
0.33,425.56,Silurian
0.43,425.56,Silurian
0.59,425.56,Silurian
0.92,425.52,Silurian
0.82,425.49,Silurian
0.66,425.46,Silurian
0.87,425.46,Silurian
0.97,425.46,Silurian
1.4,425.46,Silurian
1.73,425.46,Silurian
1.45,425.43,Silurian
1.45,425.43,Silurian
1.71,425.43,Silurian
1.48,425.4,Silurian
1.63,425.33,Silurian
1.66,425.33,Silurian
1.1,425.3,Silurian
1.3,425.3,Silurian
1.83,425.27,Silurian
1.32,425.24,Silurian
1.4,425.24,Silurian
0.92,425.24,Silurian
0.92,425.24,Silurian
1.04,425.21,Silurian
0.92,425.21,Silurian
0.99,425.17,Silurian
0.99,425.17,Silurian
0.94,425.17,Silurian
1.53,425.14,Silurian
1.27,425.14,Silurian
1.38,425.11,Silurian
0.51,425.11,Silurian
0.89,425.08,Silurian
0.69,425.08,Silurian
1.38,425.05,Silurian
1.38,425.02,Silurian
1.27,425.02,Silurian
1.27,425.02,Silurian
1.02,425.02,Silurian
1.04,425.02,Silurian
1.1,425.02,Silurian
1.1,425.02,Silurian
1.07,425.02,Silurian
1.27,424.98,Silurian
1.07,424.98,Silurian
1.3,424.92,Silurian
1.35,424.92,Silurian
0.71,424.92,Silurian
1.35,424.89,Silurian
1.17,424.86,Silurian
1.35,424.83,Silurian
1.17,424.83,Silurian
1.07,424.83,Silurian
0.94,424.79,Silurian
1.04,424.79,Silurian
1.17,424.76,Silurian
1.17,424.76,Silurian
1.04,424.73,Silurian
1.04,424.73,Silurian
0.99,424.73,Silurian
1.43,424.73,Silurian
1.22,424.7,Silurian
0.94,424.67,Silurian
1.27,424.63,Silurian
1.02,424.6,Silurian
1.07,424.6,Silurian
1.66,424.6,Silurian
1.43,424.57,Silurian
1.3,424.57,Silurian
1.78,424.57,Silurian
1.61,424.54,Silurian
1.15,424.51,Silurian
1.35,424.48,Silurian
1.53,424.48,Silurian
1.86,424.48,Silurian
1.83,424.48,Silurian
1.45,424.44,Silurian
1.32,424.38,Silurian
1.78,424.38,Silurian
1.78,424.38,Silurian
1.71,424.35,Silurian
1.22,424.35,Silurian
1.66,424.29,Silurian
1.07,424.29,Silurian
1.48,424.29,Silurian
1.58,424.25,Silurian
1.27,424.25,Silurian
1.38,424.25,Silurian
1.63,424.22,Silurian
1.12,424.22,Silurian
1.43,424.19,Silurian
1.12,424.16,Silurian
1.43,424.16,Silurian
0.54,424.16,Silurian
1.25,424.13,Silurian
1.63,424.1,Silurian
1.48,424.1,Silurian
1.5,424.1,Silurian
1.4,424.1,Silurian
1.68,424.06,Silurian
1.83,424.03,Silurian
2.52,424.03,Silurian
1.58,424,Silurian
1.5,424,Silurian
0.48,424,Silurian
1.78,423.97,Silurian
1.76,423.97,Silurian
1.73,423.94,Silurian
1.71,423.9,Silurian
1.71,423.9,Silurian
1.68,423.84,Silurian
1.83,423.84,Silurian
2.78,423.84,Silurian
2.83,423.84,Silurian
2.88,423.84,Silurian
2.9,423.84,Silurian
3.01,423.84,Silurian
2.27,423.81,Silurian
2.65,423.81,Silurian
3.34,423.81,Silurian
3.64,423.81,Silurian
4.15,423.81,Silurian
3.72,423.78,Silurian
3.9,423.78,Silurian
3.29,423.75,Silurian
4.1,423.75,Silurian
4.2,423.75,Silurian
3.95,423.71,Silurian
4.25,423.71,Silurian
4.84,423.71,Silurian
4.94,423.71,Silurian
5.38,423.68,Silurian
5.68,423.65,Silurian
5.73,423.65,Silurian
5.76,423.65,Silurian
5.83,423.65,Silurian
5.86,423.65,Silurian
5.86,423.65,Silurian
5.91,423.65,Silurian
5.94,423.65,Silurian
6.8,423.65,Silurian
6.01,423.62,Silurian
