dCiso,Time,Age
-2.09,998.63,Neoprotero
-1.16,988.7,Neoprotero
-0.5,985.95,Neoprotero
0.1,985,Neoprotero
1.42,983.99,Neoprotero
-1.82,981.59,Neoprotero
1.95,979.46,Neoprotero
-2.35,978.06,Neoprotero
1.03,977.76,Neoprotero
1.16,975.95,Neoprotero
1.75,974.11,Neoprotero
2.02,973.19,Neoprotero
2.09,973.18,Neoprotero
2.81,971.33,Neoprotero
3.08,971.31,Neoprotero
0.23,969.77,Neoprotero
0.43,969.75,Neoprotero
0.3,968.87,Neoprotero
0.63,968.84,Neoprotero
1.49,967.87,Neoprotero
2.55,967.77,Neoprotero
2.88,967.74,Neoprotero
1.82,966.94,Neoprotero
3.41,966.8,Neoprotero
2.42,965.99,Neoprotero
1.95,965.14,Neoprotero
2.55,965.09,Neoprotero
2.81,965.06,Neoprotero
2.88,965.06,Neoprotero
2.28,964.21,Neoprotero
2.81,964.17,Neoprotero
3.61,964.1,Neoprotero
2.09,963.34,Neoprotero
2.95,963.26,Neoprotero
2.35,961.52,Neoprotero
2.88,961.47,Neoprotero
1.23,960.73,Neoprotero
1.69,960.69,Neoprotero
0.23,959.92,Neoprotero
0.7,959.88,Neoprotero
2.02,959.76,Neoprotero
0.23,954.55,Neoprotero
0.5,952.73,Neoprotero
0.5,951.84,Neoprotero
1.03,951.79,Neoprotero
1.36,951.76,Neoprotero
0.3,950.96,Neoprotero
1.03,950.9,Neoprotero
1.49,950.86,Neoprotero
0.7,950.03,Neoprotero
0.89,950.01,Neoprotero
-0.63,949.25,Neoprotero
-0.3,949.22,Neoprotero
0.17,949.18,Neoprotero
0.3,949.17,Neoprotero
0.5,948.26,Neoprotero
0.23,947.39,Neoprotero
0.5,947.36,Neoprotero
1.42,946.38,Neoprotero
-0.56,945.67,Neoprotero
1.16,945.51,Neoprotero
0.89,943.75,Neoprotero
1.82,943.66,Neoprotero
0.89,942.85,Neoprotero
1.09,941.94,Neoprotero
2.28,941.83,Neoprotero
0.03,941.14,Neoprotero
-0.63,940.3,Neoprotero
-0.36,939.38,Neoprotero
-2.22,938.65,Neoprotero
-1.69,938.61,Neoprotero
-1.56,938.59,Neoprotero
-1.36,938.58,Neoprotero
-1.95,936.84,Neoprotero
-2.09,935.95,Neoprotero
-1.89,934.15,Neoprotero
-2.42,933.3,Neoprotero
-2.28,933.29,Neoprotero
-1.69,932.34,Neoprotero
-1.29,931.41,Neoprotero
-2.48,930.62,Neoprotero
-1.69,930.55,Neoprotero
-0.43,929.54,Neoprotero
-2.81,928.86,Neoprotero
-1.62,928.75,Neoprotero
-1.49,928.74,Neoprotero
-1.09,928.7,Neoprotero
-0.89,926.9,Neoprotero
-1.62,926.06,Neoprotero
-0.7,925.98,Neoprotero
-1.42,925.15,Neoprotero
-1.29,924.24,Neoprotero
-1.49,923.37,Neoprotero
-1.36,922.46,Neoprotero
-1.56,921.58,Neoprotero
-1.29,920.66,Neoprotero
-1.09,920.65,Neoprotero
0.43,914.24,Neoprotero
0.89,914.2,Neoprotero
0.5,913.34,Neoprotero
0.3,912.46,Neoprotero
0.83,912.42,Neoprotero
0.17,911.58,Neoprotero
0.43,911.56,Neoprotero
1.03,911.5,Neoprotero
0.63,910.64,Neoprotero
0.83,910.63,Neoprotero
0.36,909.77,Neoprotero
0.56,909.75,Neoprotero
0.96,909.72,Neoprotero
1.95,909.63,Neoprotero
0.7,908.85,Neoprotero
1.23,908.8,Neoprotero
1.09,907.92,Neoprotero
1.42,907.89,Neoprotero
1.69,907.86,Neoprotero
1.56,906.98,Neoprotero
1.69,906.07,Neoprotero
2.15,906.03,Neoprotero
2.75,905.98,Neoprotero
2.42,905.11,Neoprotero
2.68,905.09,Neoprotero
3.28,905.03,Neoprotero
2.81,904.18,Neoprotero
3.08,904.16,Neoprotero
3.34,904.13,Neoprotero
1.95,903.36,Neoprotero
3.94,903.18,Neoprotero
5,903.09,Neoprotero
3.74,902.31,Neoprotero
4.14,902.27,Neoprotero
4.54,902.24,Neoprotero
4.01,901.39,Neoprotero
4.93,901.3,Neoprotero
4.87,900.42,Neoprotero
5.13,900.39,Neoprotero
4.27,899.57,Neoprotero
5.07,899.5,Neoprotero
5.26,899.48,Neoprotero
5.46,899.47,Neoprotero
3.21,898.77,Neoprotero
3.48,898.75,Neoprotero
4.07,898.7,Neoprotero
3.08,897.89,Neoprotero
3.54,897.85,Neoprotero
3.41,896.96,Neoprotero
3.74,896.93,Neoprotero
3.87,896.03,Neoprotero
4.01,896.02,Neoprotero
4.27,895.99,Neoprotero
4.34,895.09,Neoprotero
4.01,894.22,Neoprotero
4.14,894.21,Neoprotero
4.74,894.16,Neoprotero
4.27,893.31,Neoprotero
4.4,893.29,Neoprotero
4.14,892.42,Neoprotero
4.34,891.51,Neoprotero
5.4,891.41,Neoprotero
4.54,890.6,Neoprotero
4.67,890.58,Neoprotero
4.93,890.56,Neoprotero
5.2,890.54,Neoprotero
4.4,889.71,Neoprotero
4.6,888.8,Neoprotero
4.8,888.78,Neoprotero
4.4,887.92,Neoprotero
5.26,887.85,Neoprotero
4.07,887.06,Neoprotero
4.01,887.06,Neoprotero
4.27,887.04,Neoprotero
4.6,887.01,Neoprotero
3.74,886.19,Neoprotero
5,886.08,Neoprotero
4.21,885.25,Neoprotero
4.47,885.23,Neoprotero
4.6,885.22,Neoprotero
5.33,885.15,Neoprotero
4.14,884.36,Neoprotero
4.34,884.35,Neoprotero
3.68,883.51,Neoprotero
3.81,883.5,Neoprotero
3.94,883.49,Neoprotero
4.27,882.56,Neoprotero
3.01,881.78,Neoprotero
3.68,881.72,Neoprotero
3.94,881.7,Neoprotero
3.34,880.85,Neoprotero
3.94,880.8,Neoprotero
3.01,879.99,Neoprotero
3.48,879.95,Neoprotero
4.34,879.87,Neoprotero
3.15,879.08,Neoprotero
4.8,878.93,Neoprotero
5.46,878.87,Neoprotero
4.67,878.05,Neoprotero
5.4,877.98,Neoprotero
5,877.12,Neoprotero
5.13,877.11,Neoprotero
5.26,877.1,Neoprotero
5,876.23,Neoprotero
4.54,875.38,Neoprotero
5.13,875.32,Neoprotero
3.81,874.55,Neoprotero
4.74,874.46,Neoprotero
5.26,874.42,Neoprotero
4.21,873.61,Neoprotero
4.4,873.6,Neoprotero
4.6,872.68,Neoprotero
4.74,872.67,Neoprotero
4.93,872.65,Neoprotero
5.26,872.62,Neoprotero
4.67,871.78,Neoprotero
5.13,871.74,Neoprotero
4.34,870.02,Neoprotero
4.47,870.01,Neoprotero
4.6,870,Neoprotero
4.87,869.97,Neoprotero
4.14,869.14,Neoprotero
4.6,868.21,Neoprotero
4.87,868.18,Neoprotero
5,867.28,Neoprotero
5.2,867.26,Neoprotero
5.46,867.23,Neoprotero
5.33,866.35,Neoprotero
4.87,865.5,Neoprotero
5.26,865.46,Neoprotero
5.73,865.42,Neoprotero
5.86,865.41,Neoprotero
5.53,864.54,Neoprotero
6.13,864.49,Neoprotero
5.66,863.64,Neoprotero
5.13,862.79,Neoprotero
5.26,862.78,Neoprotero
5.4,862.76,Neoprotero
4.54,861.95,Neoprotero
4.47,861.95,Neoprotero
4.93,861.91,Neoprotero
4.74,861.03,Neoprotero
4.67,860.14,Neoprotero
5.2,860.1,Neoprotero
4.21,859.29,Neoprotero
5,859.22,Neoprotero
4.67,858.35,Neoprotero
4.87,858.34,Neoprotero
4.47,857.48,Neoprotero
4.27,856.6,Neoprotero
4.74,856.56,Neoprotero
4.87,855.65,Neoprotero
3.87,854.84,Neoprotero
4.07,854.83,Neoprotero
4.21,854.81,Neoprotero
3.61,853.97,Neoprotero
3.81,853.95,Neoprotero
3.68,853.07,Neoprotero
3.87,853.05,Neoprotero
4.01,852.15,Neoprotero
4.34,851.22,Neoprotero
4.07,850.35,Neoprotero
4.47,850.31,Neoprotero
3.15,849.54,Neoprotero
4.21,849.44,Neoprotero
4.4,849.42,Neoprotero
4.87,849.38,Neoprotero
3.81,847.69,Neoprotero
4.21,847.65,Neoprotero
4.47,847.63,Neoprotero
3.61,846.81,Neoprotero
4.07,846.77,Neoprotero
2.62,846,Neoprotero
3.54,845.92,Neoprotero
3.87,844.99,Neoprotero
3.61,844.12,Neoprotero
4.01,844.09,Neoprotero
3.74,843.22,Neoprotero
3.87,843.2,Neoprotero
4.07,842.29,Neoprotero
4.4,842.26,Neoprotero
4.07,841.4,Neoprotero
4.74,841.34,Neoprotero
4.93,840.42,Neoprotero
5.07,840.41,Neoprotero
5.2,840.4,Neoprotero
4.34,839.58,Neoprotero
4.74,839.55,Neoprotero
4.87,839.53,Neoprotero
4.47,837.78,Neoprotero
4.6,837.77,Neoprotero
4.8,837.75,Neoprotero
4.87,837.74,Neoprotero
3.08,837.01,Neoprotero
4.14,836.91,Neoprotero
5,836.84,Neoprotero
5.33,836.81,Neoprotero
2.95,836.12,Neoprotero
3.74,836.05,Neoprotero
4.4,835.99,Neoprotero
3.94,835.14,Neoprotero
4.14,835.12,Neoprotero
4.27,835.11,Neoprotero
3.87,833.36,Neoprotero
4.14,833.33,Neoprotero
4.4,833.31,Neoprotero
2.48,832.58,Neoprotero
4.21,832.43,Neoprotero
4.67,832.39,Neoprotero
5,832.36,Neoprotero
4.54,831.51,Neoprotero
5.13,831.45,Neoprotero
1.89,830.85,Neoprotero
3.48,830.7,Neoprotero
4.87,830.58,Neoprotero
5.86,830.49,Neoprotero
5.4,829.64,Neoprotero
5.6,829.62,Neoprotero
5.66,829.61,Neoprotero
4.67,828.81,Neoprotero
5.2,828.76,Neoprotero
5,827.88,Neoprotero
0.83,827.36,Neoprotero
1.56,827.3,Neoprotero
2.88,827.18,Neoprotero
3.48,827.12,Neoprotero
4.87,827,Neoprotero
2.02,826.36,Neoprotero
2.48,826.32,Neoprotero
2.75,826.29,Neoprotero
1.42,825.52,Neoprotero
3.87,825.3,Neoprotero
4.07,825.28,Neoprotero
4.47,825.24,Neoprotero
8.38,824.89,Neoprotero
5.2,824.28,Neoprotero
5.53,824.25,Neoprotero
5.73,824.24,Neoprotero
6.46,824.17,Neoprotero
3.28,823.56,Neoprotero
3.68,823.52,Neoprotero
3.81,823.51,Neoprotero
5.13,823.39,Neoprotero
2.88,822.7,Neoprotero
3.15,822.68,Neoprotero
4.27,822.58,Neoprotero
4.8,822.53,Neoprotero
1.69,821.91,Neoprotero
3.28,821.77,Neoprotero
3.61,821.74,Neoprotero
4.01,821.7,Neoprotero
3.48,820.86,Neoprotero
4.14,820.8,Neoprotero
3.74,819.94,Neoprotero
4.01,819.91,Neoprotero
4.34,819.88,Neoprotero
4.21,819,Neoprotero
4.67,818.96,Neoprotero
4.87,818.94,Neoprotero
5,818.93,Neoprotero
4.8,818.05,Neoprotero
5.33,818,Neoprotero
5.2,817.12,Neoprotero
5.53,817.09,Neoprotero
5.66,817.08,Neoprotero
5.86,817.06,Neoprotero
6.06,817.04,Neoprotero
6.46,816.11,Neoprotero
4.74,815.37,Neoprotero
5.46,815.31,Neoprotero
5.6,815.29,Neoprotero
6.19,815.24,Neoprotero
6.59,815.21,Neoprotero
5.93,814.37,Neoprotero
6.13,814.35,Neoprotero
6.32,814.33,Neoprotero
6.19,813.45,Neoprotero
6.79,813.4,Neoprotero
6.85,813.39,Neoprotero
7.12,813.37,Neoprotero
3.68,812.78,Neoprotero
6.46,812.53,Neoprotero
6.59,812.52,Neoprotero
7.52,812.44,Neoprotero
7.72,812.42,Neoprotero
6.06,811.67,Neoprotero
6.32,811.65,Neoprotero
7.05,811.58,Neoprotero
7.38,811.55,Neoprotero
6.85,810.71,Neoprotero
7.58,810.64,Neoprotero
7.78,810.62,Neoprotero
6.06,809.88,Neoprotero
6.19,809.87,Neoprotero
6.52,809.84,Neoprotero
6.72,809.82,Neoprotero
7.19,809.78,Neoprotero
4.54,809.12,Neoprotero
4.74,809.1,Neoprotero
5.2,809.06,Neoprotero
6.32,808.96,Neoprotero
-1.89,808.8,Neoprotero
-0.03,808.64,Neoprotero
0.17,808.62,Neoprotero
0.89,808.55,Neoprotero
1.42,808.51,Neoprotero
1.56,808.49,Neoprotero
1.62,808.49,Neoprotero
1.89,808.46,Neoprotero
2.15,808.44,Neoprotero
2.75,808.39,Neoprotero
3.81,808.29,Neoprotero
4.07,808.27,Neoprotero
4.21,808.26,Neoprotero
4.67,808.22,Neoprotero
5,808.19,Neoprotero
5.07,808.18,Neoprotero
5.26,808.16,Neoprotero
5.4,808.15,Neoprotero
5.46,808.14,Neoprotero
-0.43,807.78,Neoprotero
-0.23,807.76,Neoprotero
-0.89,806.92,Neoprotero
-0.76,806.91,Neoprotero
-0.56,806.89,Neoprotero
-0.36,806.88,Neoprotero
-1.29,806.06,Neoprotero
-1.16,806.05,Neoprotero
-1.03,806.04,Neoprotero
-1.42,805.18,Neoprotero
-1.03,805.14,Neoprotero
-1.29,804.27,Neoprotero
-1.16,804.26,Neoprotero
-1.42,803.39,Neoprotero
-1.03,803.35,Neoprotero
-0.7,803.32,Neoprotero
-0.17,803.28,Neoprotero
-0.83,802.44,Neoprotero
-0.36,802.4,Neoprotero
-0.76,801.54,Neoprotero
-0.63,801.53,Neoprotero
-0.23,801.49,Neoprotero
-0.03,801.47,Neoprotero
0.1,801.46,Neoprotero
-1.49,800.71,Neoprotero
0.23,800.55,Neoprotero
0.36,800.54,Neoprotero
0.5,800.53,Neoprotero
-0.76,799.75,Neoprotero
-0.5,799.72,Neoprotero
-0.36,799.71,Neoprotero
-0.17,799.69,Neoprotero
-0.03,798.79,Neoprotero
0.5,798.74,Neoprotero
-0.36,797.92,Neoprotero
-0.1,797.9,Neoprotero
0.1,797.88,Neoprotero
0.23,797.87,Neoprotero
-1.29,797.11,Neoprotero
-1.16,797.1,Neoprotero
-0.83,797.07,Neoprotero
-0.7,797.06,Neoprotero
-0.43,797.03,Neoprotero
-0.23,797.01,Neoprotero
0.76,796.93,Neoprotero
-3.21,796.39,Neoprotero
-2.35,796.31,Neoprotero
-2.09,796.29,Neoprotero
-1.89,796.27,Neoprotero
-0.96,796.18,Neoprotero
-3.54,795.52,Neoprotero
-3.01,795.47,Neoprotero
-2.68,795.44,Neoprotero
-2.55,795.43,Neoprotero
-2.09,795.39,Neoprotero
-1.56,795.34,Neoprotero
-3.08,794.58,Neoprotero
-2.22,794.51,Neoprotero
-1.36,794.43,Neoprotero
-1.09,794.41,Neoprotero
-0.89,794.39,Neoprotero
1.69,794.16,Neoprotero
1.75,794.15,Neoprotero
1.36,793.29,Neoprotero
1.69,793.26,Neoprotero
2.02,793.23,Neoprotero
2.15,793.22,Neoprotero
2.42,793.2,Neoprotero
2.75,793.17,Neoprotero
2.88,793.15,Neoprotero
3.08,793.14,Neoprotero
2.15,792.32,Neoprotero
2.28,792.31,Neoprotero
2.62,792.28,Neoprotero
3.28,792.22,Neoprotero
3.41,792.21,Neoprotero
3.61,792.19,Neoprotero
1.03,791.53,Neoprotero
2.48,791.4,Neoprotero
2.75,791.38,Neoprotero
3.01,791.35,Neoprotero
3.68,791.29,Neoprotero
2.88,790.47,Neoprotero
3.21,790.44,Neoprotero
3.34,790.43,Neoprotero
3.48,790.42,Neoprotero
4.54,790.32,Neoprotero
5.2,790.26,Neoprotero
5.6,790.23,Neoprotero
5.79,790.21,Neoprotero
5.93,790.2,Neoprotero
6.19,790.17,Neoprotero
6.66,790.13,Neoprotero
4.27,789.45,Neoprotero
4.6,789.42,Neoprotero
6.06,789.29,Neoprotero
6.72,789.23,Neoprotero
7.72,789.14,Neoprotero
4.14,788.57,Neoprotero
4.34,788.55,Neoprotero
5,788.49,Neoprotero
5.33,788.46,Neoprotero
3.54,787.72,Neoprotero
4.01,787.68,Neoprotero
4.74,787.62,Neoprotero
4.87,787.61,Neoprotero
5.13,787.58,Neoprotero
6.85,787.43,Neoprotero
2.75,786.9,Neoprotero
4.27,786.76,Neoprotero
4.4,786.75,Neoprotero
5,786.7,Neoprotero
6.06,786.6,Neoprotero
3.81,785.91,Neoprotero
3.94,785.9,Neoprotero
4.14,785.88,Neoprotero
4.87,785.81,Neoprotero
5.53,785.76,Neoprotero
5.73,785.74,Neoprotero
4.27,784.97,Neoprotero
4.4,784.96,Neoprotero
5,784.91,Neoprotero
3.34,784.16,Neoprotero
3.81,784.12,Neoprotero
3.94,784.11,Neoprotero
4.07,784.1,Neoprotero
4.21,784.08,Neoprotero
3.15,783.28,Neoprotero
3.54,783.25,Neoprotero
4.27,783.18,Neoprotero
4.8,783.13,Neoprotero
5.07,783.11,Neoprotero
5.2,783.1,Neoprotero
5.46,783.08,Neoprotero
5.66,782.16,Neoprotero
5.86,782.14,Neoprotero
3.94,781.42,Neoprotero
4.93,781.33,Neoprotero
5.07,781.32,Neoprotero
5.46,781.28,Neoprotero
5.6,781.27,Neoprotero
5.99,781.24,Neoprotero
6.06,781.23,Neoprotero
6.46,781.2,Neoprotero
4.6,780.47,Neoprotero
4.8,780.45,Neoprotero
4.93,780.44,Neoprotero
5.79,780.36,Neoprotero
6.52,780.29,Neoprotero
5.53,779.49,Neoprotero
5.46,779.49,Neoprotero
5.66,779.48,Neoprotero
6.32,779.42,Neoprotero
5.93,778.56,Neoprotero
6.06,778.55,Neoprotero
6.19,778.53,Neoprotero
6.46,778.51,Neoprotero
6.72,778.49,Neoprotero
5.46,777.7,Neoprotero
5.79,777.67,Neoprotero
6.59,777.6,Neoprotero
6.99,777.57,Neoprotero
7.12,777.56,Neoprotero
5.33,776.82,Neoprotero
5.99,776.76,Neoprotero
6.32,776.73,Neoprotero
6.72,776.7,Neoprotero
7.32,776.64,Neoprotero
4.14,776.03,Neoprotero
4.93,775.96,Neoprotero
5.73,775.89,Neoprotero
6.19,775.85,Neoprotero
7.05,775.77,Neoprotero
7.19,775.76,Neoprotero
5.13,775.05,Neoprotero
6.66,774.91,Neoprotero
6.72,774.9,Neoprotero
7.12,774.87,Neoprotero
7.38,774.85,Neoprotero
3.87,774.26,Neoprotero
5.73,774.1,Neoprotero
5.93,774.08,Neoprotero
6.13,774.06,Neoprotero
6.32,774.04,Neoprotero
7.32,773.96,Neoprotero
2.62,773.48,Neoprotero
3.15,773.43,Neoprotero
3.48,773.4,Neoprotero
3.87,773.37,Neoprotero
4.14,773.35,Neoprotero
4.74,773.29,Neoprotero
2.81,772.57,Neoprotero
3.01,772.55,Neoprotero
3.68,772.49,Neoprotero
4.4,772.43,Neoprotero
4.6,772.41,Neoprotero
5.93,772.29,Neoprotero
6.32,772.25,Neoprotero
3.81,771.58,Neoprotero
4.6,771.51,Neoprotero
4.87,771.49,Neoprotero
6.13,771.38,Neoprotero
6.19,771.37,Neoprotero
7.19,771.28,Neoprotero
7.32,771.27,Neoprotero
7.65,771.24,Neoprotero
5.66,770.52,Neoprotero
5.79,770.51,Neoprotero
7.45,770.36,Neoprotero
7.58,770.35,Neoprotero
5.46,769.65,Neoprotero
7.12,769.5,Neoprotero
7.32,769.48,Neoprotero
7.72,769.44,Neoprotero
7.98,769.42,Neoprotero
8.11,769.41,Neoprotero
6.85,768.63,Neoprotero
7.12,768.6,Neoprotero
7.45,768.57,Neoprotero
7.85,768.54,Neoprotero
8.05,768.52,Neoprotero
6.85,767.73,Neoprotero
7.32,767.69,Neoprotero
7.52,767.67,Neoprotero
7.65,767.66,Neoprotero
5,767,Neoprotero
6.72,766.85,Neoprotero
7.05,766.82,Neoprotero
7.19,766.81,Neoprotero
7.45,766.78,Neoprotero
7.91,766.74,Neoprotero
8.25,766.71,Neoprotero
7.38,765.89,Neoprotero
7.78,765.86,Neoprotero
8.11,765.83,Neoprotero
8.25,765.82,Neoprotero
6.13,765.11,Neoprotero
6.85,765.04,Neoprotero
7.32,765,Neoprotero
7.58,764.98,Neoprotero
7.98,764.94,Neoprotero
6.66,764.17,Neoprotero
7.12,764.13,Neoprotero
7.45,764.1,Neoprotero
7.85,764.06,Neoprotero
8.05,764.04,Neoprotero
8.18,764.03,Neoprotero
8.38,764.01,Neoprotero
8.58,763.99,Neoprotero
6.72,763.27,Neoprotero
7.12,763.23,Neoprotero
7.72,763.18,Neoprotero
7.98,763.15,Neoprotero
8.31,763.12,Neoprotero
4.27,762.59,Neoprotero
4.54,762.57,Neoprotero
4.67,762.55,Neoprotero
5.79,762.45,Neoprotero
6.19,762.42,Neoprotero
6.39,762.4,Neoprotero
7.45,762.31,Neoprotero
8.84,762.18,Neoprotero
2.42,761.86,Neoprotero
4.87,761.64,Neoprotero
5.33,761.6,Neoprotero
5.4,761.59,Neoprotero
5.53,761.58,Neoprotero
6.52,761.49,Neoprotero
2.22,760.98,Neoprotero
2.35,760.97,Neoprotero
4.27,760.8,Neoprotero
4.74,760.76,Neoprotero
4.07,759.92,Neoprotero
4.87,759.85,Neoprotero
5.46,759.8,Neoprotero
5.79,759.77,Neoprotero
5.99,759.75,Neoprotero
6.32,759.72,Neoprotero
6.66,759.69,Neoprotero
5.86,758.87,Neoprotero
6.46,758.81,Neoprotero
6.92,758.77,Neoprotero
7.05,758.76,Neoprotero
7.19,758.75,Neoprotero
7.32,758.74,Neoprotero
4.74,758.07,Neoprotero
5.53,758,Neoprotero
5.73,757.98,Neoprotero
6.46,757.92,Neoprotero
6.72,757.89,Neoprotero
7.52,757.82,Neoprotero
6.92,756.98,Neoprotero
7.25,756.95,Neoprotero
7.85,756.9,Neoprotero
7.78,756.9,Neoprotero
8.25,756.86,Neoprotero
8.58,756.83,Neoprotero
6.52,756.12,Neoprotero
7.58,756.03,Neoprotero
8.18,755.97,Neoprotero
8.91,755.91,Neoprotero
9.17,755.88,Neoprotero
7.65,755.12,Neoprotero
8.11,755.08,Neoprotero
8.64,755.04,Neoprotero
8.84,755.02,Neoprotero
9.44,754.96,Neoprotero
7.38,754.25,Neoprotero
7.72,754.22,Neoprotero
7.91,754.21,Neoprotero
8.44,754.16,Neoprotero
8.71,754.13,Neoprotero
9.11,754.1,Neoprotero
1.82,753.86,Neoprotero
2.09,753.83,Neoprotero
2.22,753.82,Neoprotero
3.48,753.71,Neoprotero
4.27,753.64,Neoprotero
7.98,753.3,Neoprotero
8.25,753.28,Neoprotero
8.38,753.27,Neoprotero
8.84,753.23,Neoprotero
0.7,753.06,Neoprotero
1.69,752.97,Neoprotero
2.02,752.94,Neoprotero
2.35,752.91,Neoprotero
2.48,752.9,Neoprotero
2.62,752.89,Neoprotero
2.75,752.88,Neoprotero
2.95,752.86,Neoprotero
3.15,752.84,Neoprotero
3.21,752.84,Neoprotero
3.68,752.79,Neoprotero
3.81,752.78,Neoprotero
4.67,752.71,Neoprotero
8.51,752.36,Neoprotero
0.43,752.19,Neoprotero
1.29,752.11,Neoprotero
1.42,752.1,Neoprotero
1.56,752.09,Neoprotero
1.69,752.08,Neoprotero
1.82,752.07,Neoprotero
2.22,752.03,Neoprotero
2.48,752.01,Neoprotero
2.62,751.99,Neoprotero
2.88,751.97,Neoprotero
0.56,751.28,Neoprotero
0.7,751.27,Neoprotero
0.83,751.26,Neoprotero
1.03,751.24,Neoprotero
1.16,751.23,Neoprotero
1.89,751.16,Neoprotero
2.09,751.15,Neoprotero
3.81,750.99,Neoprotero
-2.09,750.62,Neoprotero
-1.69,750.59,Neoprotero
-0.36,750.47,Neoprotero
-0.17,750.45,Neoprotero
0.1,750.43,Neoprotero
1.29,750.32,Neoprotero
1.42,750.31,Neoprotero
1.56,750.3,Neoprotero
1.82,750.27,Neoprotero
2.22,750.24,Neoprotero
2.42,750.22,Neoprotero
2.68,750.2,Neoprotero
3.01,750.17,Neoprotero
-0.83,749.62,Neoprotero
-0.03,749.55,Neoprotero
0.3,749.52,Neoprotero
0.56,749.49,Neoprotero
0.83,749.47,Neoprotero
0.96,749.46,Neoprotero
1.09,749.44,Neoprotero
1.62,749.4,Neoprotero
2.02,749.36,Neoprotero
-4.6,749.06,Neoprotero
-0.56,748.7,Neoprotero
0.1,748.64,Neoprotero
0.43,748.61,Neoprotero
0.7,748.58,Neoprotero
1.23,748.54,Neoprotero
1.29,748.53,Neoprotero
1.42,748.52,Neoprotero
1.56,748.51,Neoprotero
1.75,748.49,Neoprotero
2.48,748.42,Neoprotero
2.81,748.39,Neoprotero
3.08,748.37,Neoprotero
3.15,748.37,Neoprotero
3.28,748.35,Neoprotero
3.61,748.32,Neoprotero
-3.68,748.08,Neoprotero
-3.41,748.06,Neoprotero
-3.01,748.02,Neoprotero
-2.88,748.01,Neoprotero
-2.62,747.99,Neoprotero
-2.48,747.97,Neoprotero
-2.42,747.97,Neoprotero
-1.69,747.9,Neoprotero
-1.42,747.88,Neoprotero
-0.63,747.81,Neoprotero
-0.36,747.78,Neoprotero
-0.23,747.77,Neoprotero
-0.1,747.76,Neoprotero
0.63,747.7,Neoprotero
0.83,747.68,Neoprotero
1.62,747.61,Neoprotero
-2.28,747.06,Neoprotero
-2.22,747.05,Neoprotero
-2.09,747.04,Neoprotero
-2.02,747.04,Neoprotero
-1.75,747.01,Neoprotero
-1.56,747,Neoprotero
-1.29,746.97,Neoprotero
-0.96,746.94,Neoprotero
-0.17,746.87,Neoprotero
0.43,746.82,Neoprotero
1.75,746.7,Neoprotero
2.48,746.63,Neoprotero
-1.09,746.06,Neoprotero
-0.3,745.99,Neoprotero
0.03,745.96,Neoprotero
0.17,745.95,Neoprotero
0.3,745.93,Neoprotero
0.7,745.9,Neoprotero
0.89,745.88,Neoprotero
1.09,745.86,Neoprotero
1.23,745.85,Neoprotero
1.62,745.82,Neoprotero
1.95,745.79,Neoprotero
2.22,745.76,Neoprotero
2.35,745.75,Neoprotero
2.88,745.7,Neoprotero
0.56,745.02,Neoprotero
1.42,744.94,Neoprotero
1.75,744.91,Neoprotero
1.89,744.9,Neoprotero
2.09,744.88,Neoprotero
2.48,744.84,Neoprotero
3.21,744.78,Neoprotero
5,744.62,Neoprotero
0.1,744.16,Neoprotero
0.23,744.15,Neoprotero
0.43,744.13,Neoprotero
0.76,744.1,Neoprotero
0.89,744.09,Neoprotero
2.22,743.97,Neoprotero
2.75,743.92,Neoprotero
2.88,743.91,Neoprotero
3.01,743.9,Neoprotero
3.68,743.84,Neoprotero
4.67,743.75,Neoprotero
0.89,743.2,Neoprotero
1.23,743.17,Neoprotero
1.36,743.15,Neoprotero
1.49,743.14,Neoprotero
1.62,743.13,Neoprotero
1.75,743.12,Neoprotero
2.42,743.06,Neoprotero
0.23,742.36,Neoprotero
0.56,742.33,Neoprotero
0.76,742.31,Neoprotero
1.95,742.2,Neoprotero
2.22,742.18,Neoprotero
2.35,742.17,Neoprotero
0.89,741.4,Neoprotero
1.42,741.36,Neoprotero
1.56,741.35,Neoprotero
1.69,741.33,Neoprotero
1.82,741.32,Neoprotero
2.09,741.3,Neoprotero
2.55,741.26,Neoprotero
2.88,741.23,Neoprotero
3.28,741.19,Neoprotero
-0.1,740.6,Neoprotero
0.43,740.55,Neoprotero
0.7,740.53,Neoprotero
1.03,740.5,Neoprotero
2.28,740.38,Neoprotero
2.48,740.37,Neoprotero
3.01,740.32,Neoprotero
0.17,739.68,Neoprotero
1.49,739.56,Neoprotero
1.89,739.52,Neoprotero
2.02,739.51,Neoprotero
2.22,739.5,Neoprotero
2.55,739.47,Neoprotero
2.68,739.45,Neoprotero
2.88,739.44,Neoprotero
2.42,738.58,Neoprotero
3.15,738.52,Neoprotero
3.28,738.51,Neoprotero
2.35,737.69,Neoprotero
2.62,737.67,Neoprotero
2.81,737.65,Neoprotero
3.01,737.63,Neoprotero
3.41,737.6,Neoprotero
3.61,737.58,Neoprotero
4.4,737.51,Neoprotero
-4.54,737.41,Neoprotero
-0.89,737.09,Neoprotero
0.1,737,Neoprotero
1.89,736.84,Neoprotero
2.22,736.81,Neoprotero
3.08,736.73,Neoprotero
3.28,736.71,Neoprotero
3.68,736.68,Neoprotero
-6.13,736.66,Neoprotero
3.87,736.66,Neoprotero
