Depth comp r [rmcd],Grey
166.08,372.696217
166.09,375.512978
166.1,403.306013
166.11,405.269245
166.12,415.908164
166.13,424.047938
166.14,426.995565
166.15,419.115314
166.16,411.863964
166.17,426.000137
166.18,439.229739
166.19,460.209294
166.2,482.761109
166.21,446.066927
166.22,465.590358
166.23,437.833603
166.24,406.168881
166.25,397.614192
166.26,382.80666
166.27,387.684384
166.28,387.227191
166.29,371.41904
166.3,367.432797
166.31,355.802851
166.32,350.925988
166.33,339.559094
166.34,345.532776
166.35,346.833251
166.36,330.210597
166.37,330.558016
166.38,329.95891
166.39,331.83133
166.4,330.384377
166.41,322.276145
166.42,322.072324
166.43,325.360238
166.44,326.249637
166.45,336.45553
166.46,335.862556
166.47,333.347642
166.48,333.539947
166.49,333.176865
166.5,350.278047
166.51,354.22684
166.52,349.770107
166.53,347.740604
166.54,349.809323
166.55,365.361949
166.56,366.489676
166.57,354.305031
166.58,360.80494
166.59,363.721601
166.6,353.400412
166.61,370.298677
166.62,372.887834
166.63,361.909325
166.64,354.714172
166.65,361.373972
166.66,351.603293
166.67,353.655316
166.68,342.896311
166.69,350.960691
166.7,356.296034
166.71,363.336708
166.72,355.754269
166.73,342.422005
166.74,339.384345
166.75,341.413766
166.76,322.299144
166.77,323.001471
166.78,317.121341
166.79,310.122337
166.8,304.117104
166.81,309.363636
166.82,312.177553
166.83,304.622044
166.84,306.749165
166.85,306.196419
166.86,300.244064
166.87,295.543138
166.88,304.310178
166.89,301.015679
166.9,315.422368
166.91,322.563701
166.92,328.342169
166.93,342.335263
166.94,341.288738
166.95,347.010441
166.96,357.851696
166.97,356.878436
166.98,360.604522
166.99,375.555907
167,381.124493
167.01,387.163228
167.02,397.117363
167.03,390.981998
167.04,388.01013
167.05,386.717124
167.06,385.85437
167.07,403.755522
167.08,402.832994
167.09,391.983688
167.1,395.78291
167.11,379.76463
167.12,381.022007
167.13,376.912738
167.14,376.767673
167.15,376.883311
167.16,368.779987
167.17,372.892076
167.18,371.628231
167.19,383.663248
167.2,375.115423
167.21,376.035248
167.22,365.778613
167.23,374.822939
167.24,381.299515
167.25,373.269212
167.26,362.343406
167.27,369.098325
167.28,372.182232
167.29,371.9949
167.3,386.613324
167.31,407.475822
167.32,402.8436
167.33,408.004806
167.34,416.196006
167.35,419.693079
167.36,399.115939
167.37,406.370972
167.38,402.390963
167.39,401.564849
167.4,406.403333
167.41,426.43182
167.42,408.766712
167.43,406.437953
167.44,401.214559
167.45,404.697157
167.46,395.655599
167.47,417.389721
167.48,422.587353
167.49,413.103119
167.5,409.903466
167.51,394.640371
167.52,393.868312
167.53,404.895429
167.54,393.57496
167.55,388.425306
167.56,361.145628
167.57,368.818744
167.58,353.024397
167.59,343.230612
167.6,341.470943
167.61,341.232475
167.62,336.402634
167.63,332.515434
167.64,323.264719
167.65,318.930979
167.66,335.531449
167.67,321.746889
167.68,318.188169
167.69,309.291005
167.7,296.993719
167.71,284.223651
167.72,284.106183
167.73,284.839586
167.74,296.112016
167.75,318.644494
167.76,328.162646
167.77,345.104103
167.78,342.801659
167.79,365.641015
167.8,369.769203
167.81,364.562798
167.82,351.362164
167.83,344.531608
167.84,342.595714
167.85,357.748895
167.86,353.532764
167.87,350.902292
167.88,344.290302
167.89,338.776606
167.9,351.797678
167.91,335.248183
167.92,343.972307
167.93,341.890717
167.94,343.60583
167.95,339.285047
167.96,342.017305
167.97,339.446876
167.98,344.639311
167.99,361.274067
168,342.447207
168.01,336.674495
168.02,336.084572
168.03,321.88596
168.04,297.870806
168.05,307.382134
168.06,309.981476
168.07,304.477779
168.08,315.087146
168.09,317.081036
168.1,322.01327
168.11,331.342014
168.12,345.466934
168.13,363.038238
168.14,367.340703
168.15,360.822686
168.16,386.473487
168.17,389.841405
168.18,417.358004
168.19,428.923683
168.2,409.130921
168.21,416.499672
168.22,419.214198
168.23,423.805298
168.24,421.329446
168.25,421.555183
168.26,413.14271
168.27,404.822478
168.28,398.59598
168.29,406.745646
168.3,400.616162
168.31,402.582841
168.32,399.976274
168.33,393.625073
168.34,387.209103
168.35,373.621794
168.36,372.243951
168.37,365.018925
168.38,374.601161
168.39,373.369657
168.4,346.792639
168.41,337.10662
168.42,330.291646
168.43,337.242833
168.44,351.644973
168.45,354.891455
168.46,356.995481
168.47,356.152048
168.48,356.834409
168.49,375.47403
168.5,390.833321
168.51,389.316327
168.52,399.816282
168.53,397.65193
168.54,412.836328
168.55,420.841272
168.56,405.209275
168.57,406.796132
168.58,414.9504
168.59,408.13893
168.6,402.72086
168.61,407.818945
168.62,402.360299
168.63,393.477354
168.64,392.714411
168.65,386.114733
168.66,387.076459
168.67,380.463943
168.68,395.388738
168.69,374.034155
168.7,366.595427
168.71,358.218937
168.72,336.382161
168.73,334.074316
168.74,322.810485
168.75,314.93437
168.76,307.044079
168.77,305.698217
168.78,308.464664
168.79,304.917911
168.8,316.759697
168.81,325.490756
168.82,343.904343
168.83,338.533277
168.84,346.313054
168.85,362.616037
168.86,369.118509
168.87,374.107152
168.88,383.260237
168.89,379.84939
168.9,404.735208
168.91,409.832592
168.92,401.713763
168.93,408.239335
168.94,416.377004
168.95,419.962454
168.96,426.092303
168.97,428.056026
168.98,404.978573
168.99,424.152225
169,428.711506
169.01,435.62699
169.02,432.924873
169.03,424.317285
169.04,402.921024
169.05,409.679961
169.06,400.92434
169.07,396.717553
169.08,402.7568
169.09,387.897923
169.1,364.972963
169.11,357.530764
169.12,362.10254
169.13,356.705455
169.14,344.446325
169.15,344.20905
169.16,332.772115
169.17,347.853136
169.18,339.129569
169.19,340.660418
169.2,337.763242
169.21,335.129853
169.22,323.223786
169.23,318.60386
169.24,309.501371
169.25,300.327633
169.26,300.878304
169.27,310.534969
169.28,312.076595
169.29,318.975907
169.3,325.893627
169.31,332.194853
169.32,327.902261
169.33,340.365275
169.34,355.316018
169.35,360.998442
169.36,372.510112
169.37,366.61922
169.38,366.383597
169.39,384.328531
169.4,389.302538
169.41,389.091541
169.42,390.56098
169.43,394.710291
169.44,397.091371
169.45,388.473261
169.46,382.690183
169.47,385.562293
169.48,384.331513
169.48,395.279113
169.49,395.624548
169.5,390.658206
169.51,367.866804
169.52,371.816417
169.53,374.429533
169.54,370.687925
169.55,371.007554
169.56,369.537336
169.57,368.147734
169.58,363.250424
169.59,361.446229
169.6,367.827812
169.61,360.609035
169.62,363.855785
169.63,359.943932
169.64,352.66312
169.65,332.793759
169.66,328.008975
169.67,321.015059
169.68,309.259669
169.69,307.098309
169.7,307.210409
169.71,309.212872
169.72,312.226613
169.73,317.771216
169.74,328.139512
169.75,345.342163
169.76,345.217533
169.77,356.223385
169.78,379.993311
169.79,384.074485
169.8,390.197585
169.81,383.857983
169.82,392.377152
169.83,388.6425
169.84,376.547774
169.85,364.781673
169.86,363.728599
169.87,366.965596
169.88,379.505586
169.89,386.574346
169.9,394.866048
169.91,384.514705
169.92,364.15821
169.93,370.576413
169.94,379.165676
169.95,391.260875
169.96,378.57211
169.97,375.394088
169.98,372.958998
169.99,371.161767
170,384.145081
170.01,383.843939
170.02,373.125767
170.03,362.809719
170.04,362.705496
170.05,348.067069
170.06,345.458771
170.07,341.971126
170.08,333.568396
170.09,338.676644
170.1,335.364947
170.11,330.994202
170.12,328.650107
170.13,330.154893
170.14,330.236189
170.15,330.950321
170.16,323.734399
170.17,309.6468
170.18,309.949659
170.19,307.658448
170.2,303.127799
170.21,310.807155
170.22,324.702768
170.23,315.259038
170.24,320.415743
170.25,321.779307
170.26,330.045513
170.27,315.783719
170.28,324.395637
170.29,324.689107
170.3,330.576608
170.31,332.8909
170.32,342.946618
170.33,355.854225
170.34,348.281399
170.35,365.856396
170.36,369.063009
170.37,370.675726
170.38,367.083093
170.39,352.334762
170.4,352.712415
170.41,357.054875
170.42,346.613592
170.43,353.88105
170.44,382.750144
170.45,391.628364
170.46,415.34093
170.47,422.289823
170.48,419.524681
170.49,430.403956
170.5,429.117288
170.51,424.6148
170.52,460.031055
170.53,453.430994
170.54,444.607018
170.55,450.302279
170.56,457.176413
170.57,444.401024
170.58,425.344442
170.59,422.058617
170.6,406.473189
170.61,382.308145
170.62,378.903541
170.63,366.467446
170.64,359.111295
170.65,353.889249
170.66,357.239571
170.67,355.704779
170.68,347.870565
170.69,344.048148
170.7,344.939571
170.71,352.463737
170.72,349.102299
170.73,335.493698
170.74,330.173793
170.75,331.239337
170.76,336.249797
170.77,315.812688
170.78,319.585424
170.79,327.325341
170.8,336.671708
170.81,332.664418
170.82,331.541824
170.83,342.31423
170.84,344.453272
170.85,350.832867
170.86,358.544972
170.87,349.656643
170.88,354.170163
170.89,350.307459
170.9,371.196503
170.91,385.552041
170.92,387.084291
170.93,398.31306
170.94,391.146589
170.95,378.07504
170.96,386.319907
170.97,390.05776
170.98,392.173271
170.99,384.787323
171,387.163422
171.01,388.753938
171.02,404.449321
171.03,417.425364
171.04,416.471014
171.05,417.955272
171.06,407.79
171.07,392.166879
171.08,386.261042
171.09,402.041457
171.1,406.469797
171.11,403.765426
171.12,404.810526
171.13,392.600256
171.14,380.904483
171.15,373.01436
171.16,346.546142
171.17,358.198981
171.18,363.702887
171.19,354.28027
171.2,357.57963
171.21,360.114071
171.22,346.431774
171.23,329.592055
171.24,321.251852
171.25,303.956845
171.26,296.42293
171.27,295.014815
171.28,293.547953
171.29,279.326121
171.3,266.852188
171.31,277.322104
171.32,270.961472
171.33,271.374468
171.34,268.033544
171.35,265.714135
171.36,266.745308
171.37,269.379696
171.38,276.174106
171.39,275.966082
171.4,265.322027
171.41,262.588752
171.42,257.936389
171.43,267.110597
171.44,262.243376
171.45,270.115385
171.46,270.782692
171.47,271.361752
171.48,272.878227
171.49,274.053603
171.5,289.18577
171.51,299.616374
171.52,308.734308
171.53,314.419185
171.54,309.193762
171.55,313.919944
171.56,348.070565
171.57,353.567115
171.58,365.191657
171.59,361.241556
171.6,365.734503
171.61,370.759629
171.62,364.294907
171.63,356.232883
171.64,370.000195
171.65,371.233723
171.66,354.95002
171.67,352.021474
171.68,373.259454
171.69,369.095127
171.7,372.514035
171.71,371.379142
171.72,361.892788
171.73,355.039322
171.74,341.88616
171.75,318.798459
171.76,330.98694
171.77,331.006043
171.78,340.331579
171.79,322.809162
171.8,322.176375
171.81,310.502032
171.82,322.253801
171.83,306.448538
171.84,287.926901
171.85,288.474569
171.86,300.147279
171.87,290.54152
171.88,293.34152
171.89,297.031969
171.9,306.788109
171.91,313.564912
171.92,316.355515
171.93,313.32924
171.94,327.19922
171.95,337.732164
171.96,344.74425
171.97,351.509747
171.98,350.49385
171.99,364.143333
172,380.244208
172.01,372.07565
172.02,392.575281
172.03,406.901873
172.04,411.102437
172.05,406.956645
172.06,415.017613
172.07,413.431865
172.08,404.437095
172.09,400.793011
172.1,408.653789
172.11,395.305707
172.12,411.990624
172.13,421.949967
172.14,402.122342
172.15,388.047201
172.16,378.455436
172.17,389.24227
172.18,394.806108
172.19,384.603607
172.2,372.641357
172.21,370.486104
172.22,365.473184
172.23,359.293361
172.24,356.962834
172.25,354.584825
172.26,358.427464
172.27,352.566365
172.28,337.777676
172.29,320.810331
172.3,327.020835
172.31,325.422304
172.32,323.707092
172.33,309.477561
172.34,313.490017
172.35,308.890568
172.36,283.908231
172.37,281.312602
172.38,282.107587
172.39,280.548733
172.4,270.241509
172.41,287.910929
172.42,284.88197
172.43,282.213942
172.44,282.007746
172.45,276.900339
172.46,268.969763
172.47,273.642468
172.48,283.600751
172.49,295.638886
172.5,302.744767
172.51,300.707282
172.52,302.703205
172.53,307.324162
172.54,319.416603
172.55,315.42207
172.56,314.655758
172.57,315.859834
172.58,321.503907
172.59,319.775547
172.6,305.648477
172.61,320.407008
172.62,315.545092
172.63,329.085715
172.64,335.869766
172.65,332.790441
172.66,346.169125
172.67,354.627863
172.68,365.030741
172.69,369.04384
172.7,368.994216
172.71,354.987129
172.72,365.598304
172.73,369.637129
172.74,354.908498
172.75,355.861017
172.76,363.74818
172.77,373.466923
172.78,371.291753
172.79,382.408459
172.8,369.934122
172.81,372.995307
172.82,384.448681
172.83,393.584021
172.84,382.504667
172.85,387.996526
172.86,383.648497
172.87,382.010108
172.88,362.995479
172.89,363.47696
172.9,368.894842
172.91,377.298631
172.92,358.96742
172.93,361.256811
172.94,372.812921
172.95,365.92374
172.96,379.000501
172.97,363.151212
172.98,367.726494
172.99,373.468441
173,373.038531
173.01,367.360584
173.02,349.126875
173.03,358.68208
173.04,364.805292
173.05,365.13808
173.06,367.547562
173.07,362.047546
173.08,350.872467
173.09,360.936828
173.1,360.089189
173.11,350.446722
173.12,355.958702
173.13,351.238381
173.14,346.968648
173.15,334.39929
173.16,338.279516
173.17,320.243383
173.18,316.565726
173.19,317.26425
173.2,310.387952
173.21,305.82241
173.22,323.957279
173.23,341.068848
173.24,353.426553
173.25,364.713234
173.26,385.77943
173.27,401.965843
173.28,369.526307
173.29,398.127479
173.3,427.59424
173.31,443.490428
173.32,446.956443
173.33,441.414518
173.34,462.218831
173.35,453.124618
173.36,448.806528
173.37,449.622553
173.38,441.339778
173.39,459.285767
173.4,463.574508
173.41,457.533448
173.42,435.116522
173.43,447.242904
173.44,435.371629
173.45,445.703088
173.46,439.345525
173.47,420.924057
173.48,414.059915
173.49,427.620668
173.5,413.944689
173.51,431.753539
173.52,338.511935
173.53,350.788199
173.54,350.406219
173.55,318.885658
173.56,318.634572
173.57,319.066477
173.58,299.725823
173.59,277.46956
173.6,278.352129
173.61,297.113342
173.62,306.153381
173.63,314.68534
173.64,340.799432
173.65,357.057409
173.66,356.941321
173.67,369.175396
173.68,390.11874
173.69,388.92332
173.7,390.813897
173.71,386.648165
173.72,420.39118
173.73,412.172263
173.74,433.809855
173.75,428.725679
173.76,416.872759
173.77,413.035756
173.78,391.088388
173.79,406.886209
173.8,395.837733
173.81,400.042133
173.82,385.022045
173.83,404.394958
173.84,394.504046
173.85,383.900272
173.86,354.077089
173.87,375.32144
173.88,346.797853
173.89,312.521446
173.9,321.644761
173.91,312.159468
173.92,320.352938
173.93,304.830468
173.94,281.645696
173.95,289.068802
173.96,272.809282
173.97,270.431388
173.98,263.846386
173.99,260.55336
174,257.514729
174.01,252.339833
174.02,257.282043
174.03,255.047485
174.04,257.263312
174.05,243.975022
174.06,242.229583
174.07,244.594174
174.08,240.904194
174.09,242.896539
174.1,243.074958
174.11,245.091209
174.12,237.920122
174.13,230.61523
174.14,236.947879
174.15,240.638829
174.16,243.936742
174.17,241.898081
174.18,246.122996
174.19,249.338094
174.2,252.877904
174.21,261.830479
174.22,268.472334
174.23,279.903698
174.24,287.576335
174.25,306.765621
174.26,313.663259
174.27,322.036522
174.28,324.45269
174.29,329.853718
174.3,329.624912
174.31,330.424135
174.32,334.696374
174.33,333.311146
174.34,339.071269
174.35,336.112389
174.36,343.333527
174.37,333.700588
174.38,326.649246
174.39,316.038224
174.4,325.031588
174.41,323.629741
174.42,313.919226
174.43,310.9987
174.44,295.998421
174.45,285.510012
174.46,293.39325
174.47,295.465448
174.48,274.703663
174.49,270.756273
174.5,259.917137
174.51,233.587666
174.52,233.079745
174.53,244.665729
174.54,276.454428
174.55,307.242534
174.56,303.311357
174.57,273.383131
174.58,335.727801
174.59,333.156232
174.6,335.530946
174.61,349.101098
174.62,353.68329
174.63,351.752485
174.64,359.580719
174.65,354.935868
174.66,364.482762
174.67,340.528922
174.68,352.977574
174.69,356.047826
174.7,351.724011
174.71,356.797398
174.72,352.384984
174.73,332.815542
174.74,349.906834
174.75,350.608211
174.76,345.968886
174.77,343.952672
174.78,334.241483
174.79,319.677876
174.8,330.045217
174.81,327.53107
174.82,314.793555
174.83,314.236836
174.84,294.277916
174.85,290.201238
174.86,294.290973
174.87,290.225078
174.88,294.677504
174.89,286.432856
174.9,290.066319
174.91,295.773212
174.92,287.388616
174.93,287.179262
174.94,286.549616
174.95,278.013332
174.96,276.384975
174.97,272.640355
174.98,273.719005
174.99,272.961501
175,270.746918
175.01,277.232024
175.02,283.445097
175.03,285.994218
175.04,298.300052
175.05,300.693698
175.06,322.972919
175.07,339.480636
175.08,333.408256
175.09,340.13232
175.1,352.975691
175.11,361.844801
175.12,363.227025
175.13,365.906658
175.14,362.825639
175.15,357.912775
175.16,341.073065
175.17,384.693691
175.18,392.537418
175.19,395.258464
175.2,407.798517
175.21,395.976925
175.22,393.516315
175.23,395.294481
175.24,399.957146
175.25,394.307888
175.26,424.654168
175.27,405.28161
175.28,415.595441
175.29,421.291451
175.3,429.759246
175.31,433.182781
175.32,426.144107
175.33,435.043113
175.34,424.003344
175.35,412.542857
175.36,399.914462
175.37,396.63688
175.38,389.379021
175.39,383.36428
175.4,380.450141
175.41,382.116959
175.42,376.365357
175.43,374.798217
175.44,361.115778
175.45,340.659421
175.46,354.174218
175.47,344.396599
175.48,344.776038
175.49,328.648147
175.5,322.350098
175.51,307.525818
175.52,316.669645
175.53,318.924844
175.54,319.286096
175.55,311.128571
175.56,315.661935
175.57,325.236607
175.58,321.584335
175.59,334.6631
175.6,335.387963
175.61,338.780593
175.62,338.611351
175.63,339.591047
175.64,342.010002
175.65,340.351063
175.66,328.334173
175.67,339.63212
175.68,359.399981
175.69,365.798012
175.7,380.5164
175.71,368.764138
175.72,396.191195
175.73,414.191414
175.74,429.482604
175.75,423.532683
175.76,429.721015
175.77,431.65058
175.78,432.859107
175.79,431.262125
175.8,415.157836
175.81,420.145624
175.82,422.929436
175.83,421.965413
175.84,413.106539
175.85,405.915809
175.86,406.28986
175.87,393.97309
175.88,395.68014
175.89,386.931729
175.9,350.757944
175.91,352.905313
175.92,361.335226
175.93,364.160026
175.94,340.990752
175.95,349.545797
175.96,330.758559
175.97,327.107226
175.98,306.478323
175.99,313.497454
176,285.034262
176.01,287.320279
176.02,283.924522
176.03,287.132217
176.04,282.169031
176.05,270.295087
176.06,264.28279
176.07,256.968347
176.08,256.015998
176.09,257.527649
176.1,250.311216
176.11,253.498566
176.12,266.100232
176.13,262.532609
176.14,283.948515
176.15,310.240126
176.16,330.224928
176.17,311.729885
176.18,339.596092
176.19,366.420897
176.2,374.487332
176.21,370.591177
176.22,377.99178
176.23,387.913458
176.24,388.826228
176.25,387.135822
176.26,395.302078
176.27,404.440271
176.28,398.363332
176.29,387.830575
176.3,375.029999
176.31,367.006168
176.32,366.768781
176.33,364.447908
176.34,368.345407
176.35,352.867718
176.36,342.271249
176.37,360.876874
176.38,361.592333
176.39,343.022105
176.4,328.836482
176.41,321.780638
176.42,307.492969
176.43,304.031708
176.44,296.060158
176.45,314.467521
176.46,314.837651
176.47,316.067268
176.48,323.610751
176.49,300.275742
176.5,291.755711
176.51,308.758797
176.52,304.014322
176.53,323.184285
176.54,341.402266
176.55,345.27301
176.56,349.330658
176.57,347.779656
176.58,371.475234
176.59,387.844005
176.6,384.131527
176.61,392.324607
176.62,379.93755
176.63,402.147475
176.64,411.460489
176.65,404.44488
176.66,387.715913
176.67,382.295567
176.68,399.106074
176.69,406.774636
176.7,427.172697
176.71,424.965617
176.72,409.856705
176.73,406.663615
176.74,385.031912
176.75,387.08422
176.76,387.155818
176.77,341.001562
176.78,309.001491
176.79,309.737959
176.8,319.410984
176.81,307.624809
176.82,296.22463
176.83,308.202577
176.84,302.828693
176.85,271.499615
176.86,311.805174
176.87,333.857137
176.88,338.778234
176.89,352.836656
176.9,324.336782
176.91,372.436598
176.92,392.99355
176.93,392.018589
176.94,416.402795
176.95,434.941089
176.96,443.523212
176.97,439.258923
176.98,446.867367
176.99,445.904226
177,434.16688
177.01,446.87905
177.02,445.288258
177.03,434.233358
177.04,426.012414
177.05,394.086493
177.06,390.791887
177.07,392.954211
177.08,365.661441
177.09,370.768154
177.1,373.429192
177.11,350.075036
177.12,337.441343
177.13,334.393721
177.14,332.433977
177.15,341.467913
177.16,341.532976
177.17,343.700163
177.18,353.783823
177.19,363.810696
177.2,371.883303
177.21,376.769819
177.22,384.132486
177.23,382.963315
177.24,396.701016
177.25,393.547024
177.26,385.837
177.27,389.638435
177.28,388.835354
177.29,392.345299
177.3,393.901216
177.31,385.64751
177.32,389.938221
177.33,386.573721
177.34,380.375245
177.35,386.742415
177.36,385.719401
177.37,385.805935
177.38,378.49686
177.39,368.536987
177.4,358.14037
177.41,353.209387
177.42,347.697586
177.43,338.255913
177.44,317.201116
177.45,323.128194
177.46,331.922905
177.47,314.771143
177.48,299.517388
177.49,293.012341
177.5,288.315919
177.51,278.424841
177.52,281.865339
177.53,277.531962
177.54,279.081307
177.55,284.130399
177.56,277.293848
177.57,281.647198
177.58,277.758766
177.59,271.963279
177.6,267.763593
177.61,252.666443
177.62,267.183106
177.63,267.182707
177.64,282.068348
177.65,296.203157
177.66,303.213721
177.67,299.90961
177.68,330.458375
177.69,328.292287
177.7,337.170947
177.71,341.677187
177.72,338.171561
177.73,337.281089
177.74,332.007527
177.75,297.913027
177.76,299.525181
177.77,303.191579
177.78,296.743148
177.79,292.558885
177.8,291.83118
177.81,281.025814
177.82,286.542454
177.83,288.893606
177.84,307.810935
177.85,318.665172
177.86,320.18637
177.87,313.709431
177.88,318.535535
177.89,316.502133
177.9,315.759741
177.91,316.415571
177.92,316.964638
177.93,319.521397
177.94,319.47488
177.95,317.230307
177.96,317.557476
177.97,327.527028
177.98,336.333267
177.99,346.326642
178,347.924013
178.01,362.632123
178.02,370.753938
178.03,376.170689
178.04,385.995674
178.05,408.345318
178.06,403.842662
178.07,412.568435
178.08,435.229353
178.09,414.711688
178.1,407.956316
178.11,398.363267
178.12,408.754434
178.13,401.544538
178.14,424.914265
178.15,406.759474
178.16,407.713854
178.17,404.266412
178.18,403.786371
178.19,391.044219
178.2,393.13831
178.21,398.947269
178.22,386.855285
178.23,373.628004
178.24,361.403612
178.25,350.432895
178.26,331.882015
178.27,326.534592
178.28,353.908759
178.29,304.518566
178.3,296.993757
178.31,316.595979
178.32,307.641313
178.33,322.15703
178.34,299.74024
178.35,297.04443
178.36,276.720752
178.37,273.337854
178.38,296.248336
178.39,288.281918
178.4,290.36099
178.41,288.490686
178.42,291.209916
178.43,294.309509
178.44,299.0657
178.45,300.430416
178.46,302.576261
178.47,335.139313
178.48,367.800785
178.49,372.686641
178.5,395.374718
178.51,393.350684
178.52,396.585355
178.53,366.814785
178.54,387.559052
178.55,362.629048
178.56,344.250485
178.57,341.56746
178.58,328.552159
178.59,321.791393
178.6,317.09334
178.61,316.459185
178.62,298.484551
178.63,273.210385
178.64,280.369352
178.65,281.853419
178.66,278.138176
178.67,280.736898
178.68,268.592598
178.69,266.656058
178.7,275.702694
178.71,275.053236
178.72,275.682125
178.73,273.29378
178.74,279.068163
178.75,288.32367
178.76,290.532115
178.77,299.093517
178.78,305.547695
178.79,324.25812
178.8,307.96587
178.81,327.440364
178.82,338.420558
178.83,363.086515
178.84,370.863383
178.85,380.069972
178.86,360.036185
178.87,354.455088
178.88,360.957194
178.89,364.200071
178.9,370.079548
178.91,359.443534
178.92,356.216905
178.93,350.992245
178.94,342.710127
178.95,348.000312
178.96,338.874324
178.97,342.774802
178.98,337.43369
178.99,347.898767
179,350.728831
179.01,347.562573
179.02,356.191854
179.03,367.895446
179.04,385.612993
179.05,387.736301
179.06,379.920824
179.07,393.531434
179.08,388.861912
179.09,376.759326
179.1,362.103412
179.11,379.535511
179.12,378.422982
179.13,377.75625
179.14,381.898482
179.15,360.734037
179.16,370.358176
179.17,345.049123
179.18,346.921765
179.19,325.732297
179.2,316.093983
179.21,326.850285
179.22,311.100664
179.23,303.544754
179.24,301.473252
179.25,300.807661
179.26,271.545546
179.27,265.695445
179.28,287.600663
179.29,284.235947
179.3,279.934982
179.31,282.802582
179.32,290.889834
179.33,291.179616
179.34,296.620909
179.35,297.785463
179.36,311.385712
179.37,318.685906
179.38,326.784783
179.39,332.304606
179.4,350.598586
179.41,342.670868
179.42,323.174877
179.43,343.228537
179.44,354.795651
179.45,369.589896
179.46,380.929696
179.47,380.545962
179.48,363.486136
179.49,349.879404
179.5,376.782277
179.51,378.553281
179.52,357.145754
179.53,333.781199
179.54,343.45126
179.55,370.966643
179.56,343.073753
179.57,311.567139
179.58,317.186258
179.59,288.755905
179.6,286.147332
179.61,276.931036
179.62,282.83399
179.63,280.334658
179.64,268.465557
179.65,266.159014
179.66,278.299249
179.67,272.201646
179.68,275.780703
179.69,278.311083
179.7,294.168741
179.71,306.649353
179.72,309.983722
179.73,322.985715
179.74,350.253501
179.75,378.933529
179.76,379.883278
179.77,357.450714
179.78,372.965107
179.79,364.089229
179.8,351.497606
179.81,346.633059
179.82,339.773658
179.83,349.54978
179.84,339.679095
179.85,339.04035
179.86,332.582186
179.87,299.895701
179.88,308.542413
179.89,297.56347
179.9,266.172768
179.91,263.513253
179.92,272.136025
179.93,268.300455
179.94,273.590125
179.95,280.607091
179.96,285.562657
179.97,288.847093
179.98,308.410293
179.99,338.501527
180,344.836926
180.01,332.612385
180.02,338.145642
180.03,365.315138
180.04,381.394709
180.05,395.352126
180.06,406.094921
180.07,388.012373
180.08,398.673349
180.09,403.489382
180.1,417.678683
180.11,356.449109
180.12,337.191793
180.13,352.319195
180.14,341.799191
180.15,326.836657
180.16,317.24508
180.17,282.016592
180.18,279.212681
180.19,277.824651
180.2,287.019624
180.21,282.635578
180.22,268.290527
180.23,260.914539
180.24,268.45769
180.25,265.245243
180.26,257.988128
180.27,251.39026
180.28,254.012938
180.29,261.671076
180.3,267.3241
180.31,285.163405
180.32,295.133319
180.33,315.397639
180.34,335.959253
180.35,362.965631
180.36,378.953344
180.37,405.785114
180.38,419.61356
180.39,414.252469
180.4,412.985833
180.41,423.261007
180.42,417.393813
180.43,415.902983
180.44,412.449215
180.45,405.897779
180.46,391.356618
180.47,374.376936
180.48,373.265048
180.49,361.808205
180.5,352.655228
180.51,360.332159
180.52,355.907639
180.53,350.656385
180.54,340.869421
180.55,333.052944
180.56,316.508441
180.57,312.318606
180.58,298.725837
180.59,302.951132
180.6,308.805657
180.61,315.564681
180.62,322.438481
180.63,326.22579
180.64,336.17976
180.65,314.025689
180.66,318.665446
180.67,302.46936
180.68,295.908836
180.69,297.977557
180.7,294.01593
180.71,286.628967
180.72,287.818873
180.73,293.005154
180.74,293.893224
180.75,309.46229
180.76,328.711163
180.77,344.183475
180.78,347.075749
180.79,380.795224
180.8,394.673063
180.81,404.417532
180.82,417.844979
180.83,414.563434
180.84,407.319632
180.85,409.518334
180.86,402.539907
180.87,399.685206
180.88,401.844365
180.89,377.330985
180.9,375.755956
180.91,385.73282
180.92,365.788748
180.93,362.260187
180.94,357.479048
180.95,343.927341
180.96,344.380983
180.97,330.584166
180.98,327.95629
180.99,348.271535
181,344.832493
181.01,340.725972
181.02,324.260223
181.03,323.277245
181.04,307.772735
181.05,309.195174
181.06,293.692055
181.07,294.927669
181.08,276.534001
181.09,273.46165
181.1,269.295793
181.11,259.879502
181.12,260.976455
181.13,260.201504
181.14,268.515134
181.15,274.257784
181.16,278.985869
181.17,287.160542
181.18,310.18295
181.19,333.112719
181.2,338.63078
181.21,333.205162
181.22,354.248279
181.23,385.93887
181.24,378.805244
181.25,419.215492
181.26,432.795434
181.27,454.923023
181.28,458.595564
181.29,414.368591
181.3,438.66692
181.31,446.773929
181.32,432.738157
181.33,418.882257
181.34,391.715401
181.35,385.53913
181.36,356.525191
181.37,385.509628
181.38,364.09212
181.39,357.125492
181.4,337.346362
181.41,314.166513
181.42,322.187927
181.43,313.884392
181.44,326.664607
181.45,300.970528
181.46,290.205975
181.47,286.785114
181.48,283.058076
181.49,277.611644
181.5,269.390608
181.51,259.776802
181.52,259.744258
181.53,259.949658
181.54,263.279052
181.55,261.986367
181.56,284.090891
181.57,287.395903
181.58,300.691303
181.59,317.27979
181.6,310.985466
181.61,352.225361
181.62,361.972498
181.63,376.088199
