2.66882,369.506
2.67854,369.192
2.57865,368.904
2.40161,368.633
1.73209,367.833
1.57097,367.543
1.49496,367.226
1.4964,367.01
1.57776,366.543
1.99581,365.272
5.80971,365.16
7.93713,364.89
8.29746,364.707
8.02278,364.497
6.98851,364.264
2.66412,363.892
2.15545,363.895
1.81206,362.633
1.77734,362.418
1.76275,362.2
1.79953,362.08
1.89639,361.953
2.29454,361.559
2.37882,361.433
2.39673,361.315
2.32298,361.207
2.02852,360.934
1.81995,360.662
1.6897,360.391
1.63024,360.121
1.63399,359.853
1.69339,359.586
1.8009,359.321
1.94895,359.058
8.00473,359.156
8.35443,359.083
8.65277,358.976
8.87579,358.848
8.99952,358.709
9.00002,358.571
8.85333,358.445
8.5355,358.344
2.3554,358.26
2.30813,358.128
1.88305,357.454
1.83373,357.317
1.82078,357.18
1.84059,357.067
1.88125,356.953
2.18762,356.372
2.22764,356.259
8.00255,356.344
8.35288,356.277
8.65151,356.179
8.87457,356.061
8.99816,355.934
8.99841,355.808
8.85146,355.694
8.53341,355.601
4.64333,355.416
2.04457,355.557
1.88134,355.248
1.85269,355.173
1.83201,355.096
1.82086,355.019
1.82078,354.939
1.84502,354.856
1.89835,354.767
2.11773,354.477
2.1723,354.375
2.19843,354.272
2.17398,354.115
2.18092,354.066
2.20077,354.02
2.2915,353.894
2.31666,353.851
2.33157,353.805
9.92624,353.669
10.2542,353.564
10.73,353.358
10.9391,353.235
11.084,353.109
11.1311,352.987
11.0464,352.877
10.9934,352.849
10.8436,352.797
10.7453,352.774
10.1765,352.696
2.37338,352.796
2.42337,352.634
2.44286,352.517
2.40649,352.415
2.33017,352.323
2.02044,352.056
1.94327,351.953
1.90564,351.837
1.92965,351.755
2.00236,351.659
2.32176,351.33
2.39835,351.223
2.42819,351.123
2.39218,351.037
1.76688,350.505
1.66936,350.388
1.60829,350.268
1.59535,350.148
1.61566,350.057
1.65275,349.965
1.70392,349.874
2.07685,349.415
8.95796,349.341
9.17342,349.265
9.2073,349.081
9.02773,348.749
8.60283,348.228
8.38998,348.136
1.77174,348.02
1.67749,347.925
1.59726,347.828
1.56453,347.779
1.53786,347.729
1.51811,347.678
1.50613,347.627
1.50785,347.516
1.54101,347.402
1.59829,347.285
1.99009,346.688
11.2095,346.764
12.4898,346.55
13.1646,346.359
13.3804,346.253
13.4657,346.143
13.3949,346.02
13.1915,345.9
12.5393,345.681
11.3232,345.432
5.27984,345.365
1.92048,345.76
1.68002,344.809
1.61399,344.35
1.60774,344.122
1.62436,343.893
1.66293,343.727
2.07503,342.865
2.13551,342.685
2.16675,342.501
11.1448,342.278
11.4127,342.242
11.5718,342.197
11.6343,342.147
11.6122,342.094
11.5178,342.041
11.3631,341.991
8.55309,341.652
1.94064,341.583
1.84723,341.311
1.77958,341.033
1.75573,340.747
1.79374,340.454
1.91166,340.153
2.12755,339.842
2.45946,339.522
3.03186,339.118
3.11509,339.04
3.17686,338.961
3.21894,338.879
3.24308,338.795
3.25103,338.709
3.24455,338.622
3.22538,338.534
9.08038,338.504
12.8536,338.082
13.5284,337.888
13.8188,337.678
13.6689,337.458
13.0231,337.232
9.6166,336.737
2.13665,336.77
2.10951,336.581
2.11131,336.411
2.28333,335.574
2.29615,335.358
2.32422,335.276
2.82338,334.418
2.8822,334.283
2.88976,334.203
2.78856,334.022
1.93225,332.926
1.82078,332.749
1.82077,332.749
1.82076,332.749
1.82066,332.748
1.82065,332.748
1.82064,332.748
1.82078,332.748
1.82078,332.027
2.36184,331.919
2.85357,331.748
3.06832,331.64
3.25559,331.518
3.41033,331.382
3.52749,331.233
9.12677,331.095
10.9866,331.314
11.6154,331.26
12.266,331.128
12.881,330.943
13.4026,330.73
13.7733,330.514
13.9355,330.32
13.8317,330.172
13.7588,330.132
13.5117,329.966
13.3915,329.904
13.2382,329.845
12.7984,329.744
10.4887,329.585
10.3744,329.561
10.0608,329.546
6.11117,329.852
2.44762,329.648
2.07377,329.342
1.94567,329.201
1.90355,329.134
1.8788,329.072
1.88295,328.934
1.94464,328.781
2.23431,328.288
2.28553,328.13
2.27398,327.985
2.17561,327.858
1.96169,327.653
1.82123,327.434
1.748,327.201
1.73573,326.954
1.77817,326.694
1.86907,326.422
2.27001,325.64
2.30247,325.539
2.33853,325.336
2.34274,325.131
2.33538,325.028
11.1617,325.21
11.3438,325.172
11.4279,325.128
11.47,325.085
11.5263,325.047
11.6529,325.021
12.2283,324.998
12.5223,324.955
12.7811,324.889
12.9984,324.808
13.1677,324.718
13.2825,324.625
13.3363,324.537
13.3228,324.458
13.1994,324.389
10.9321,324.017
2.15163,324.188
2.07935,323.883
2.04217,323.581
2.04406,323.432
2.0635,323.285
2.10342,323.139
2.25306,322.814
2.3157,322.618
2.32421,322.575
12.2896,322.623
12.9037,322.535
13.1455,322.46
13.3563,322.357
13.5164,322.248
13.6084,322.151
13.6446,322.063
13.6375,321.982
13.5994,321.904
13.3579,321.573
13.2653,321.488
13.0263,321.333
12.7626,321.209
12.5306,321.127
2.2655,321.181
2.23848,321.111
2.20212,321.042
2.17822,321.008
2.14933,320.975
2.11457,320.942
2.07304,320.91
2.42337,320.23
2.42895,320.192
2.42991,320.084
7.85748,320.174
